s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.4071011E+002, 4.6559067E+002, 5.3343885E+002, 5.3296143E+002, 5.4900668E+002, 5.7233731E+002, 4.2475680E+002, 1.1784173E+002, 8.1950382E+001, 2.6898356E+002, 1.9521310E+002, 1.3394240E+002, 4.4428076E+001, 3.0876830E+001, 2.8912006E+001, 2.6051174E+001, 2.2546073E+001
 2.4080954E+002, 4.5677009E+002, 5.3400633E+002, 5.3414233E+002, 5.4798230E+002, 5.8383598E+002, 3.5944940E+002, 1.0986686E+002, 8.0563843E+001, 2.7977016E+002, 2.0052882E+002, 1.3416020E+002, 4.4745949E+001, 3.0724100E+001, 2.8916264E+001, 2.6146206E+001, 2.2405364E+001
 2.4090897E+002, 4.5717909E+002, 5.3552792E+002, 5.3485595E+002, 5.4580756E+002, 6.6124738E+002, 3.1358369E+002, 1.0404071E+002, 7.9287901E+001, 2.8047092E+002, 2.0415559E+002, 1.3417617E+002, 4.4878323E+001, 3.0608248E+001, 2.8899841E+001, 2.6251970E+001, 2.2348881E+001
 2.4100839E+002, 4.6634169E+002, 5.3845771E+002, 5.3392935E+002, 5.4492655E+002, 6.2139804E+002, 2.9750886E+002, 1.0087646E+002, 7.8130660E+001, 2.7394645E+002, 2.0294096E+002, 1.3359928E+002, 4.4721470E+001, 3.0458223E+001, 2.8818332E+001, 2.6347860E+001, 2.2354063E+001
 2.4110782E+002, 4.7571513E+002, 5.4196961E+002, 5.3294023E+002, 5.4330688E+002, 5.3984615E+002, 2.9559061E+002, 1.0043625E+002, 7.7324798E+001, 2.5844788E+002, 1.9748316E+002, 1.3239998E+002, 4.4256577E+001, 3.0338482E+001, 2.8750635E+001, 2.6446258E+001, 2.2363239E+001
 2.4120724E+002, 4.7949709E+002, 5.4226405E+002, 5.3466082E+002, 5.3950338E+002, 4.9753785E+002, 3.1639517E+002, 1.0213741E+002, 7.6785323E+001, 2.4542626E+002, 1.8954452E+002, 1.3081607E+002, 4.3504368E+001, 3.0185296E+001, 2.8674474E+001, 2.6570301E+001, 2.2390399E+001
 2.4130666E+002, 4.7429020E+002, 5.4054997E+002, 5.3769335E+002, 5.3634150E+002, 4.8514333E+002, 3.6378176E+002, 1.0542402E+002, 7.6428383E+001, 2.3288640E+002, 1.8113793E+002, 1.2912932E+002, 4.2847148E+001, 3.0129470E+001, 2.8610790E+001, 2.6687308E+001, 2.2386260E+001
 2.4140608E+002, 4.6716947E+002, 5.4061994E+002, 5.3972219E+002, 5.3707390E+002, 4.9368523E+002, 4.2068454E+002, 1.1033393E+002, 7.6493101E+001, 2.2244911E+002, 1.7354457E+002, 1.2750009E+002, 4.2263746E+001, 3.0055694E+001, 2.8526174E+001, 2.6784718E+001, 2.2340883E+001
 2.4150551E+002, 4.6480610E+002, 5.4207910E+002, 5.4049492E+002, 5.4089166E+002, 5.1718854E+002, 4.6871196E+002, 1.1583859E+002, 7.6893564E+001, 2.1449922E+002, 1.6734357E+002, 1.2595744E+002, 4.1822305E+001, 2.9954266E+001, 2.8406808E+001, 2.6857882E+001, 2.2277906E+001
 2.4160493E+002, 4.6444878E+002, 5.4469764E+002, 5.4063664E+002, 5.4259801E+002, 5.4049907E+002, 4.9994174E+002, 1.2067342E+002, 7.7356777E+001, 2.0871070E+002, 1.6257749E+002, 1.2458561E+002, 4.1641531E+001, 2.9876785E+001, 2.8298711E+001, 2.6922254E+001, 2.2235962E+001
 2.4170436E+002, 4.6262281E+002, 5.5079170E+002, 5.3972534E+002, 5.4188382E+002, 5.4827984E+002, 5.0038661E+002, 1.2566367E+002, 7.8193762E+001, 2.0492705E+002, 1.5913028E+002, 1.2345383E+002, 4.1713808E+001, 2.9753670E+001, 2.8161667E+001, 2.6931863E+001, 2.2225219E+001
 2.4180379E+002, 4.7621798E+002, 5.5695714E+002, 5.3695180E+002, 5.4162102E+002, 5.4657957E+002, 4.7083425E+002, 1.2890597E+002, 7.8714184E+001, 2.0330078E+002, 1.5690664E+002, 1.2263044E+002, 4.2058826E+001, 2.9609088E+001, 2.8046462E+001, 2.6920686E+001, 2.2260212E+001
 2.4190320E+002, 4.7951936E+002, 5.5505760E+002, 5.3381709E+002, 5.4198266E+002, 5.4131098E+002, 4.3170505E+002, 1.3070383E+002, 7.9208574E+001, 2.0502323E+002, 1.5593671E+002, 1.2213974E+002, 4.2771505E+001, 2.9493999E+001, 2.7952281E+001, 2.6893691E+001, 2.2326911E+001
 2.4200262E+002, 4.6707658E+002, 5.4681572E+002, 5.3390274E+002, 5.4131051E+002, 5.3290822E+002, 3.9546017E+002, 1.3082250E+002, 7.9727798E+001, 2.1267792E+002, 1.5607401E+002, 1.2197414E+002, 4.3815133E+001, 2.9389781E+001, 2.7849261E+001, 2.6846580E+001, 2.2398969E+001
 2.4210205E+002, 4.6161995E+002, 5.3913935E+002, 5.3864756E+002, 5.4154896E+002, 5.2615663E+002, 3.3671349E+002, 1.3031874E+002, 8.0212952E+001, 2.2283483E+002, 1.5717855E+002, 1.2215331E+002, 4.5092333E+001, 2.9314514E+001, 2.7754116E+001, 2.6781916E+001, 2.2437191E+001
 2.4220148E+002, 4.8373025E+002, 5.3584960E+002, 5.4344186E+002, 5.4689063E+002, 5.1102035E+002, 2.9618363E+002, 1.3076709E+002, 8.0764159E+001, 2.2222424E+002, 1.5909682E+002, 1.2272700E+002, 4.6577380E+001, 2.9240076E+001, 2.7631032E+001, 2.6675984E+001, 2.2423512E+001
 2.4230090E+002, 5.0562554E+002, 5.3762119E+002, 5.4306802E+002, 5.5512654E+002, 4.8193139E+002, 3.4693895E+002, 1.3258861E+002, 8.1140962E+001, 2.1139563E+002, 1.6154779E+002, 1.2377067E+002, 4.8150986E+001, 2.9229871E+001, 2.7555579E+001, 2.6570611E+001, 2.2376245E+001
 2.4240033E+002, 4.9604180E+002, 5.4284073E+002, 5.3862221E+002, 5.5703221E+002, 4.9292515E+002, 5.5711513E+002, 1.3595858E+002, 8.1674324E+001, 2.0413807E+002, 1.6437890E+002, 1.2534503E+002, 4.9668260E+001, 2.9221705E+001, 2.7482602E+001, 2.6417641E+001, 2.2288138E+001
 2.4251631E+002, 5.0279344E+002, 5.4682955E+002, 5.3564984E+002, 5.4845073E+002, 5.6338808E+002, 7.7793434E+002, 1.4055415E+002, 8.2237239E+001, 2.0277991E+002, 1.6766430E+002, 1.2771931E+002, 5.1192874E+001, 2.9232961E+001, 2.7434670E+001, 2.6234148E+001, 2.2195604E+001
 2.4261574E+002, 5.0099324E+002, 5.4449924E+002, 5.3665121E+002, 5.3672458E+002, 5.9432893E+002, 6.3471370E+002, 1.4165574E+002, 8.2728264E+001, 2.0235475E+002, 1.7075492E+002, 1.3074939E+002, 5.2566566E+001, 2.9318071E+001, 2.7406021E+001, 2.6016021E+001, 2.2097030E+001
 2.4271516E+002, 4.8491159E+002, 5.4135192E+002, 5.3897166E+002, 5.2752190E+002, 6.4081938E+002, 3.9356765E+002, 1.4040073E+002, 8.2883926E+001, 2.0094956E+002, 1.7305404E+002, 1.3391988E+002, 5.3517575E+001, 2.9407431E+001, 2.7365652E+001, 2.5808004E+001, 2.2009331E+001
 2.4281459E+002, 4.7390059E+002, 5.4214159E+002, 5.4122264E+002, 5.1714678E+002, 7.0896162E+002, 2.8023294E+002, 1.3894137E+002, 8.3163787E+001, 2.0086864E+002, 1.7464384E+002, 1.3710641E+002, 5.4012496E+001, 2.9531177E+001, 2.7317571E+001, 2.5608450E+001, 2.1898106E+001
 2.4291402E+002, 4.7634289E+002, 5.4480389E+002, 5.4382550E+002, 5.0628234E+002, 7.0087944E+002, 2.5701970E+002, 1.3844157E+002, 8.3658911E+001, 2.0416897E+002, 1.7542623E+002, 1.3990006E+002, 5.3987000E+001, 2.9700827E+001, 2.7304783E+001, 2.5481915E+001, 2.1787138E+001
 2.4301343E+002, 4.7010070E+002, 5.4732111E+002, 5.4851790E+002, 5.0493607E+002, 6.0960056E+002, 2.6364397E+002, 1.3802509E+002, 8.4071551E+001, 2.0651233E+002, 1.7551182E+002, 1.4168303E+002, 5.3551002E+001, 2.9912397E+001, 2.7296938E+001, 2.5413453E+001, 2.1688090E+001
 2.4310953E+002, 4.6741608E+002, 5.4778271E+002, 5.5213183E+002, 5.1923859E+002, 5.1369921E+002, 2.7908481E+002, 1.3753384E+002, 8.4606627E+001, 2.0301846E+002, 1.7504448E+002, 1.4187422E+002, 5.2723855E+001, 3.0097968E+001, 2.7284227E+001, 2.5384979E+001, 2.1614327E+001
 2.4321384E+002, 4.6894777E+002, 5.4613403E+002, 5.5315382E+002, 5.4167379E+002, 4.7420537E+002, 3.1759135E+002, 1.3571742E+002, 8.4657588E+001, 1.9714277E+002, 1.7423703E+002, 1.4018467E+002, 5.1736721E+001, 3.0211427E+001, 2.7265344E+001, 2.5348785E+001, 2.1576363E+001
 2.4330324E+002, 4.6623399E+002, 5.4356704E+002, 5.5253977E+002, 5.6021555E+002, 4.7851110E+002, 3.8575478E+002, 1.3270381E+002, 8.4503753E+001, 1.9126358E+002, 1.7323839E+002, 1.3686947E+002, 5.0701939E+001, 3.0161519E+001, 2.7248802E+001, 2.5294503E+001, 2.1591786E+001
 2.4340755E+002, 4.7723612E+002, 5.4124753E+002, 5.5060416E+002, 5.6666696E+002, 5.1670723E+002, 4.6652668E+002, 1.2701963E+002, 8.3972378E+001, 1.8558862E+002, 1.7214111E+002, 1.3256812E+002, 4.9839883E+001, 3.0127190E+001, 2.7206443E+001, 2.5183810E+001, 2.1648394E+001
 2.4351186E+002, 4.7966224E+002, 5.3998748E+002, 5.4681466E+002, 5.5986939E+002, 5.6782854E+002, 5.5487642E+002, 1.2047769E+002, 8.3599141E+001, 1.8554362E+002, 1.7097371E+002, 1.2779161E+002, 4.9117940E+001, 3.0159789E+001, 2.7208009E+001, 2.5109772E+001, 2.1763190E+001
 2.4360127E+002, 4.6835545E+002, 5.3900460E+002, 5.4276396E+002, 5.4911515E+002, 5.8820222E+002, 6.0340099E+002, 1.1531610E+002, 8.3558224E+001, 2.0930471E+002, 1.7011298E+002, 1.2407696E+002, 4.8659689E+001, 3.0139397E+001, 2.7171882E+001, 2.5017380E+001, 2.1865032E+001
 2.4370558E+002, 4.6243894E+002, 5.3750368E+002, 5.3936944E+002, 5.4106551E+002, 5.9548288E+002, 5.3342985E+002, 1.1310951E+002, 8.3517396E+001, 2.6994192E+002, 1.6944005E+002, 1.2148594E+002, 4.8379120E+001, 3.0060529E+001, 2.7152247E+001, 2.4965285E+001, 2.1968871E+001
 2.4380989E+002, 4.5853969E+002, 5.3569973E+002, 5.3692657E+002, 5.3700757E+002, 6.0110516E+002, 3.8186933E+002, 1.1244551E+002, 8.3168812E+001, 2.6490306E+002, 1.6865325E+002, 1.1993264E+002, 4.8406621E+001, 3.0018626E+001, 2.7143699E+001, 2.4934788E+001, 2.2066025E+001
 2.4390526E+002, 4.6106106E+002, 5.3430398E+002, 5.3546993E+002, 5.3678452E+002, 5.5039156E+002, 3.0231905E+002, 1.1318275E+002, 8.2706309E+001, 2.2626157E+002, 1.6767272E+002, 1.1939077E+002, 4.8643006E+001, 2.9980617E+001, 2.7176445E+001, 2.4943624E+001, 2.2128025E+001
 2.4400360E+002, 4.7047830E+002, 5.3377245E+002, 5.3459820E+002, 5.3682463E+002, 5.3185682E+002, 2.8945600E+002, 1.1507554E+002, 8.2222908E+001, 2.3747385E+002, 1.6651742E+002, 1.1936737E+002, 4.9096246E+001, 2.9958431E+001, 2.7238617E+001, 2.4983829E+001, 2.2166112E+001
 2.4410196E+002, 4.7298459E+002, 5.3408774E+002, 5.3387590E+002, 5.3543399E+002, 5.6960425E+002, 2.9939540E+002, 1.1790269E+002, 8.1808560E+001, 2.5675589E+002, 1.6539623E+002, 1.1947721E+002, 4.9661921E+001, 2.9931011E+001, 2.7331116E+001, 2.5035320E+001, 2.2177689E+001
 2.4420030E+002, 4.6812158E+002, 5.3439682E+002, 5.3264141E+002, 5.3568280E+002, 5.8084842E+002, 3.1893479E+002, 1.2241802E+002, 8.1045289E+001, 2.6048103E+002, 1.6437134E+002, 1.1951985E+002, 5.0437117E+001, 2.9900816E+001, 2.7433967E+001, 2.5059417E+001, 2.2168172E+001
 2.4431505E+002, 4.6373605E+002, 5.3386378E+002, 5.3075279E+002, 5.3744585E+002, 5.7224080E+002, 3.5083992E+002, 1.2942265E+002, 8.0388982E+001, 2.4139505E+002, 1.6346876E+002, 1.1939493E+002, 5.1524727E+001, 2.9897349E+001, 2.7590295E+001, 2.5104104E+001, 2.2197791E+001
 2.4441339E+002, 4.5912832E+002, 5.3253039E+002, 5.2888686E+002, 5.3670473E+002, 5.3795946E+002, 4.1032693E+002, 1.3215390E+002, 7.9384609E+001, 2.2086800E+002, 1.6288667E+002, 1.1913467E+002, 5.2835039E+001, 2.9938856E+001, 2.7788474E+001, 2.5170778E+001, 2.2284034E+001
 2.4451175E+002, 4.5153717E+002, 5.3102476E+002, 5.2773317E+002, 5.3289263E+002, 5.2964156E+002, 4.5472228E+002, 1.2614588E+002, 7.8217655E+001, 2.1454487E+002, 1.6287645E+002, 1.1893946E+002, 5.4217555E+001, 2.9938579E+001, 2.7934805E+001, 2.5196311E+001, 2.2401188E+001
 2.4461009E+002, 4.4465115E+002, 5.2925280E+002, 5.2679714E+002, 5.2780118E+002, 5.3451667E+002, 4.1465222E+002, 1.1810870E+002, 7.6845831E+001, 2.1198004E+002, 1.6345253E+002, 1.1888538E+002, 5.5789108E+001, 2.9967463E+001, 2.8082991E+001, 2.5218443E+001, 2.2571048E+001
 2.4470844E+002, 4.4344847E+002, 5.2734224E+002, 5.2558215E+002, 5.2230883E+002, 5.7747409E+002, 3.1229824E+002, 1.1221729E+002, 7.5983818E+001, 2.0663685E+002, 1.6464209E+002, 1.1903198E+002, 5.7413089E+001, 2.9980317E+001, 2.8206611E+001, 2.5256837E+001, 2.2800466E+001
 2.4480679E+002, 4.4628447E+002, 5.2543028E+002, 5.2410994E+002, 5.1812743E+002, 6.2556655E+002, 2.5724519E+002, 1.0831606E+002, 7.5809573E+001, 2.0078360E+002, 1.6634234E+002, 1.1939483E+002, 5.8960864E+001, 2.9977389E+001, 2.8282101E+001, 2.5301492E+001, 2.3056837E+001
 2.4490514E+002, 4.4892347E+002, 5.2374295E+002, 5.2259337E+002, 5.1657326E+002, 5.9485872E+002, 2.5028949E+002, 1.0559993E+002, 7.5696570E+001, 1.9768597E+002, 1.6850132E+002, 1.2001242E+002, 6.0290584E+001, 2.9945638E+001, 2.8296066E+001, 2.5330023E+001, 2.3299213E+001
 2.4500349E+002, 4.4917328E+002, 5.2302475E+002, 5.2122639E+002, 5.1715285E+002, 5.8532919E+002, 2.6829360E+002, 1.0377598E+002, 7.5809765E+001, 1.9780950E+002, 1.7091614E+002, 1.2088375E+002, 6.1345978E+001, 2.9906123E+001, 2.8304474E+001, 2.5407730E+001, 2.3549755E+001
 2.4510184E+002, 4.4874021E+002, 5.2407207E+002, 5.2028101E+002, 5.2016548E+002, 5.3713904E+002, 3.3090199E+002, 1.0285790E+002, 7.6284069E+001, 1.9926207E+002, 1.7360100E+002, 1.2204805E+002, 6.2141519E+001, 2.9921462E+001, 2.8300852E+001, 2.5454534E+001, 2.3688868E+001
 2.4520020E+002, 4.5225697E+002, 5.2658418E+002, 5.1990547E+002, 5.2588421E+002, 5.0815282E+002, 4.7507901E+002, 1.0184850E+002, 7.7183449E+001, 2.0134182E+002, 1.7648219E+002, 1.2348322E+002, 6.2520189E+001, 2.9850155E+001, 2.8289016E+001, 2.5546679E+001, 2.3823875E+001
 2.4531493E+002, 4.6036163E+002, 5.2894396E+002, 5.1992760E+002, 5.3154139E+002, 5.0349019E+002, 6.4074292E+002, 9.9485374E+001, 7.8418859E+001, 2.0730866E+002, 1.7971344E+002, 1.2533806E+002, 6.2565160E+001, 2.9831496E+001, 2.8308956E+001, 2.5654100E+001, 2.3892346E+001
 2.4541328E+002, 4.6746022E+002, 5.2971629E+002, 5.1987633E+002, 5.3274470E+002, 5.0373559E+002, 6.1700553E+002, 9.6135472E+001, 7.9690128E+001, 2.1544898E+002, 1.8274499E+002, 1.2734861E+002, 6.2101088E+001, 2.9759792E+001, 2.8316401E+001, 2.5747094E+001, 2.3881178E+001
 2.4551163E+002, 4.7697425E+002, 5.2911499E+002, 5.1953606E+002, 5.2987240E+002, 4.9686277E+002, 5.0518213E+002, 9.4037139E+001, 8.0619157E+001, 2.1662070E+002, 1.8517830E+002, 1.2915222E+002, 6.1118968E+001, 2.9689458E+001, 2.8358791E+001, 2.5867619E+001, 2.3878503E+001
 2.4560999E+002, 4.8274813E+002, 5.2795376E+002, 5.1913956E+002, 5.2593114E+002, 5.0065066E+002, 4.1057204E+002, 9.3348659E+001, 8.1247562E+001, 2.1160869E+002, 1.8703533E+002, 1.3074433E+002, 5.9644292E+001, 2.9601397E+001, 2.8398919E+001, 2.5963966E+001, 2.3890700E+001
 2.4570833E+002, 4.7398946E+002, 5.2690997E+002, 5.1928102E+002, 5.2292929E+002, 5.1150221E+002, 3.5558169E+002, 9.4101263E+001, 8.1510025E+001, 2.0759374E+002, 1.8809626E+002, 1.3188508E+002, 5.7753325E+001, 2.9538811E+001, 2.8490558E+001, 2.6104168E+001, 2.3999664E+001
 2.4580667E+002, 4.7015149E+002, 5.2633429E+002, 5.2024737E+002, 5.2085153E+002, 5.0970915E+002, 3.3835046E+002, 9.5676656E+001, 8.1657496E+001, 2.0594763E+002, 1.8845252E+002, 1.3244433E+002, 5.5535524E+001, 2.9448909E+001, 2.8535478E+001, 2.6215455E+001, 2.4197711E+001
 2.4590503E+002, 4.7819048E+002, 5.2630774E+002, 5.2180703E+002, 5.1905919E+002, 4.9812274E+002, 3.4411381E+002, 9.7971801E+001, 8.1596087E+001, 2.0425417E+002, 1.8814243E+002, 1.3223196E+002, 5.3106894E+001, 2.9371896E+001, 2.8605585E+001, 2.6361292E+001, 2.4473208E+001
 2.4600337E+002, 4.7499985E+002, 5.2678445E+002, 5.2354641E+002, 5.1764550E+002, 4.9514170E+002, 3.6066155E+002, 1.0123235E+002, 8.1388338E+001, 2.0145463E+002, 1.8726125E+002, 1.3118455E+002, 5.0618554E+001, 2.9346381E+001, 2.8681228E+001, 2.6520912E+001, 2.4774471E+001
 2.4610173E+002, 4.6261002E+002, 5.2754626E+002, 5.2477314E+002, 5.1693697E+002, 4.9753743E+002, 3.9190560E+002, 1.0596813E+002, 8.0796282E+001, 1.9850773E+002, 1.8582679E+002, 1.2934128E+002, 4.8200196E+001, 2.9352865E+001, 2.8751498E+001, 2.6667779E+001, 2.5010887E+001
 2.4620007E+002, 4.5712049E+002, 5.2866627E+002, 5.2574355E+002, 5.1756845E+002, 5.0536292E+002, 4.2705759E+002, 1.1096631E+002, 8.0341673E+001, 1.9696545E+002, 1.8392177E+002, 1.2695319E+002, 4.6015187E+001, 2.9367133E+001, 2.8761889E+001, 2.6732378E+001, 2.5084113E+001
 2.4631482E+002, 4.5262665E+002, 5.2979175E+002, 5.2673488E+002, 5.1953092E+002, 5.1821339E+002, 4.4162466E+002, 1.1391956E+002, 7.9657859E+001, 1.9585304E+002, 1.8152704E+002, 1.2424564E+002, 4.4024099E+001, 2.9314844E+001, 2.8777899E+001, 2.6837308E+001, 2.4994010E+001
 2.4641316E+002, 4.5234664E+002, 5.3123311E+002, 5.2778209E+002, 5.2159460E+002, 5.3116189E+002, 4.4086014E+002, 1.1289843E+002, 7.9125858E+001, 1.9465520E+002, 1.7911655E+002, 1.2198318E+002, 4.2468575E+001, 2.9234524E+001, 2.8737216E+001, 2.6866073E+001, 2.4686920E+001
 2.4651152E+002, 4.5392973E+002, 5.3290801E+002, 5.2845341E+002, 5.2243349E+002, 5.3785809E+002, 4.5750897E+002, 1.0921211E+002, 7.8141576E+001, 2.0161034E+002, 1.7752671E+002, 1.2076456E+002, 4.1504889E+001, 2.9180752E+001, 2.8723340E+001, 2.6880718E+001, 2.4267152E+001
 2.4660986E+002, 4.5853152E+002, 5.3379617E+002, 5.2878199E+002, 5.2220472E+002, 5.3820402E+002, 5.0025883E+002, 1.0523910E+002, 7.7213005E+001, 2.2103625E+002, 1.7745515E+002, 1.2056565E+002, 4.1011086E+001, 2.9162017E+001, 2.8710744E+001, 2.6874217E+001, 2.3801197E+001
 2.4670821E+002, 4.6311869E+002, 5.3334134E+002, 5.2883205E+002, 5.2122345E+002, 5.3651791E+002, 5.4691664E+002, 1.0118643E+002, 7.6466311E+001, 2.2894334E+002, 1.7925232E+002, 1.2125687E+002, 4.0822563E+001, 2.9184672E+001, 2.8734841E+001, 2.6935475E+001, 2.3469532E+001
 2.4680656E+002, 4.6242716E+002, 5.3281415E+002, 5.2864226E+002, 5.1965776E+002, 5.3152740E+002, 5.7791660E+002, 9.8153748E+001, 7.5966542E+001, 2.1950829E+002, 1.8226595E+002, 1.2257745E+002, 4.0965150E+001, 2.9309241E+001, 2.8771604E+001, 2.6989559E+001, 2.3211935E+001
 2.4690491E+002, 4.6001193E+002, 5.3429874E+002, 5.2848771E+002, 5.1764940E+002, 5.2575607E+002, 5.8994008E+002, 9.6626486E+001, 7.5502243E+001, 2.1312611E+002, 1.8506403E+002, 1.2423886E+002, 4.1246544E+001, 2.9321954E+001, 2.8747059E+001, 2.7016787E+001, 2.3056351E+001
 2.4700327E+002, 4.6658029E+002, 5.3929744E+002, 5.2854036E+002, 5.1510612E+002, 5.2632684E+002, 5.8330782E+002, 9.5725354E+001, 7.4876468E+001, 2.1084637E+002, 1.8692044E+002, 1.2613364E+002, 4.1829445E+001, 2.9380099E+001, 2.8718304E+001, 2.6995105E+001, 2.2898016E+001
 2.4710161E+002, 4.7571508E+002, 5.4667338E+002, 5.2925760E+002, 5.1243782E+002, 5.3194544E+002, 5.7646058E+002, 9.5636767E+001, 7.4872839E+001, 2.1150118E+002, 1.8796258E+002, 1.2817882E+002, 4.2640728E+001, 2.9450210E+001, 2.8706621E+001, 2.7008974E+001, 2.2702692E+001
 2.4721635E+002, 4.6769482E+002, 5.4874109E+002, 5.3035017E+002, 5.1033398E+002, 5.3806504E+002, 5.9091266E+002, 9.7084514E+001, 7.4727377E+001, 2.1533506E+002, 1.8850366E+002, 1.3029343E+002, 4.3760038E+001, 2.9565797E+001, 2.8720132E+001, 2.7100973E+001, 2.2416634E+001
 2.4731470E+002, 4.5539007E+002, 5.4123296E+002, 5.3049040E+002, 5.0948570E+002, 5.4379856E+002, 6.1747931E+002, 9.9467254E+001, 7.4646746E+001, 2.1979417E+002, 1.8854716E+002, 1.3193210E+002, 4.5053570E+001, 2.9735719E+001, 2.8721899E+001, 2.7182369E+001, 2.2049541E+001
 2.4741306E+002, 4.4570124E+002, 5.3197719E+002, 5.2946497E+002, 5.0998966E+002, 5.4243090E+002, 6.3193287E+002, 1.0154198E+002, 7.4657978E+001, 2.3470062E+002, 1.8795711E+002, 1.3259031E+002, 4.6291624E+001, 2.9857760E+001, 2.8719613E+001, 2.7293379E+001, 2.1765993E+001
 2.4751140E+002, 4.4131037E+002, 5.2641468E+002, 5.2763626E+002, 5.1134192E+002, 5.2924734E+002, 6.1479491E+002, 1.0312956E+002, 7.4674817E+001, 2.6259793E+002, 1.8678236E+002, 1.3220508E+002, 4.7570134E+001, 3.0006190E+001, 2.8736339E+001, 2.7433172E+001, 2.1633418E+001
 2.4760974E+002, 4.4444335E+002, 5.2539307E+002, 5.2558820E+002, 5.1321251E+002, 5.1246319E+002, 5.6636223E+002, 1.0330299E+002, 7.4613808E+001, 2.4223060E+002, 1.8502278E+002, 1.3082294E+002, 4.8749768E+001, 3.0122219E+001, 2.8724283E+001, 2.7496642E+001, 2.1653835E+001
 2.4770810E+002, 4.4478694E+002, 5.2687951E+002, 5.2393599E+002, 5.1534309E+002, 5.0199208E+002, 5.0379941E+002, 1.0297317E+002, 7.4741162E+001, 2.3382159E+002, 1.8318167E+002, 1.2885465E+002, 4.9761064E+001, 3.0180940E+001, 2.8708469E+001, 2.7553286E+001, 2.1873581E+001
 2.4780644E+002, 4.4605794E+002, 5.2823708E+002, 5.2306030E+002, 5.1751785E+002, 5.3809701E+002, 4.5278024E+002, 1.0175164E+002, 7.5144090E+001, 2.3829871E+002, 1.8192351E+002, 1.2703792E+002, 5.0704597E+001, 3.0309096E+001, 2.8727502E+001, 2.7561581E+001, 2.2186650E+001
 2.4790480E+002, 4.5625612E+002, 5.2786302E+002, 5.2272388E+002, 5.1917131E+002, 6.7169912E+002, 4.3936865E+002, 1.0003370E+002, 7.5638091E+001, 2.2967275E+002, 1.8175290E+002, 1.2600143E+002, 5.1485961E+001, 3.0390289E+001, 2.8706633E+001, 2.7471738E+001, 2.2497471E+001
 2.4800314E+002, 4.6374275E+002, 5.2502851E+002, 5.2190256E+002, 5.1923391E+002, 6.9583529E+002, 4.4838663E+002, 9.7872419E+001, 7.6093425E+001, 2.2168221E+002, 1.8258405E+002, 1.2602765E+002, 5.2087962E+001, 3.0462967E+001, 2.8737728E+001, 2.7447313E+001, 2.2785720E+001
 2.4810150E+002, 4.5685886E+002, 5.2280251E+002, 5.1995951E+002, 5.1810737E+002, 6.3847694E+002, 4.5951066E+002, 9.5155744E+001, 7.6302811E+001, 2.1895461E+002, 1.8381324E+002, 1.2690365E+002, 5.2552977E+001, 3.0536006E+001, 2.8745374E+001, 2.7372749E+001, 2.2946157E+001
 2.4821623E+002, 4.5066639E+002, 5.2362963E+002, 5.1969950E+002, 5.1700228E+002, 6.3732985E+002, 4.4731462E+002, 9.2101261E+001, 7.6175261E+001, 2.2325262E+002, 1.8463631E+002, 1.2799002E+002, 5.2818598E+001, 3.0589382E+001, 2.8734116E+001, 2.7250201E+001, 2.2949066E+001
 2.4831459E+002, 4.5615217E+002, 5.2570373E+002, 5.2536112E+002, 5.1673246E+002, 6.8579139E+002, 4.0106360E+002, 8.9628624E+001, 7.6236965E+001, 2.3303782E+002, 1.8442667E+002, 1.2843629E+002, 5.2794547E+001, 3.0621259E+001, 2.8778694E+001, 2.7198309E+001, 2.2843349E+001
 2.4841293E+002, 4.6899782E+002, 5.2720626E+002, 5.3236986E+002, 5.1672895E+002, 6.3058083E+002, 3.5918024E+002, 8.7958698E+001, 7.5876477E+001, 2.3750855E+002, 1.8318264E+002, 1.2819592E+002, 5.2699294E+001, 3.0708660E+001, 2.8785265E+001, 2.7080115E+001, 2.2651258E+001
 2.4851128E+002, 4.6073416E+002, 5.2798193E+002, 5.3369100E+002, 5.1702843E+002, 5.5647735E+002, 3.4972494E+002, 8.7495680E+001, 7.5714449E+001, 2.3412133E+002, 1.8101193E+002, 1.2762266E+002, 5.2323714E+001, 3.0758725E+001, 2.8831089E+001, 2.7029642E+001, 2.2480768E+001
 2.4860963E+002, 4.5039625E+002, 5.2874605E+002, 5.3177577E+002, 5.1786675E+002, 5.1029467E+002, 3.6547866E+002, 8.7964449E+001, 7.5647551E+001, 2.2724398E+002, 1.7837381E+002, 1.2698199E+002, 5.1843573E+001, 3.0850410E+001, 2.8869856E+001, 2.6952320E+001, 2.2314061E+001
 2.4870798E+002, 4.5489490E+002, 5.3093187E+002, 5.3144371E+002, 5.1957365E+002, 4.9029617E+002, 3.8939279E+002, 8.7580869E+001, 7.5039957E+001, 2.1972100E+002, 1.7568719E+002, 1.2618640E+002, 5.1296024E+001, 3.0945724E+001, 2.8934260E+001, 2.6949135E+001, 2.2227059E+001
 2.4880634E+002, 4.5829401E+002, 5.3338480E+002, 5.3298741E+002, 5.2141081E+002, 4.9539894E+002, 3.9110617E+002, 8.6495320E+001, 7.4350168E+001, 2.1443932E+002, 1.7323041E+002, 1.2491507E+002, 5.0687984E+001, 3.1020632E+001, 2.8994465E+001, 2.6944068E+001, 2.2176294E+001
