s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,s
 7.2032714E+000, 3.9333497E+002, 5.1133283E+002, 5.4470048E+002, 3.1594801E+002, 1.5386240E+002, 1.1393822E+002, 3.3707478E+001, 3.0751784E+001, 2.0019110E+001, 2.0030251E+001, 2.0037027E+001, 2.0154404E+001, 2.0216128E+001, 2.0165122E+001, 2.0110116E+001, 2.0108984E+001, 0.0000000E+000, 7.1592971E+000
 7.3058786E+000, 3.8839380E+002, 4.8293271E+002, 5.1300650E+002, 3.1176550E+002, 1.5205346E+002, 1.0260160E+002, 3.3040231E+001, 3.0589409E+001, 2.0018252E+001, 2.0029048E+001, 2.0037595E+001, 2.0159468E+001, 2.0222141E+001, 2.0168680E+001, 2.0112088E+001, 2.0109990E+001, 0.0000000E+000, 7.2619040E+000
 7.4084854E+000, 3.7965552E+002, 4.6836069E+002, 4.7960935E+002, 3.0675716E+002, 1.5184807E+002, 9.0723932E+001, 3.2499114E+001, 3.0051988E+001, 2.0018065E+001, 2.0028799E+001, 2.0038357E+001, 2.0163420E+001, 2.0227391E+001, 2.0172408E+001, 2.0114460E+001, 2.0111738E+001, 0.0000000E+000, 7.3645110E+000
 7.5110922E+000, 3.5333768E+002, 4.6224575E+002, 4.5207245E+002, 3.0146921E+002, 1.5192670E+002, 7.9557422E+001, 3.2140385E+001, 2.9766108E+001, 2.0018253E+001, 2.0029141E+001, 2.0039373E+001, 2.0167065E+001, 2.0231747E+001, 2.0175191E+001, 2.0116681E+001, 2.0114328E+001, 0.0000000E+000, 7.4671180E+000
 7.6107402E+000, 3.0516145E+002, 4.6018808E+002, 4.3359973E+002, 2.9683464E+002, 1.5182314E+002, 7.0319220E+001, 3.1994522E+001, 2.9596033E+001, 2.0018492E+001, 2.0029551E+001, 2.0040144E+001, 2.0171117E+001, 2.0236787E+001, 2.0178495E+001, 2.0118833E+001, 2.0116300E+001, 0.0000000E+000, 7.5690908E+000
 7.7082605E+000, 3.0579012E+002, 4.6408683E+002, 4.2709634E+002, 2.9350931E+002, 1.5094980E+002, 6.3282002E+001, 3.2113861E+001, 2.9713253E+001, 2.0018881E+001, 2.0030139E+001, 2.0040334E+001, 2.0170936E+001, 2.0235807E+001, 2.0178034E+001, 2.0120241E+001, 2.0119693E+001, 0.0000000E+000, 7.6653365E+000
 7.8097348E+000, 3.4564567E+002, 4.7562775E+002, 4.3321637E+002, 2.9198116E+002, 1.4922473E+002, 5.7762282E+001, 3.2284611E+001, 2.9823354E+001, 2.0019046E+001, 2.0030484E+001, 2.0040527E+001, 2.0172175E+001, 2.0236744E+001, 2.0178320E+001, 2.0120493E+001, 2.0119665E+001, 0.0000000E+000, 7.7662458E+000
 7.9112086E+000, 3.4097237E+002, 4.8939015E+002, 4.5036107E+002, 2.9285709E+002, 1.4674760E+002, 5.4297734E+001, 3.2652228E+001, 3.0099484E+001, 2.0019287E+001, 2.0030840E+001, 2.0040944E+001, 2.0172337E+001, 2.0236226E+001, 2.0178675E+001, 2.0122612E+001, 2.0123280E+001, 0.0000000E+000, 7.8677199E+000
 8.0126829E+000, 3.5035242E+002, 4.9486923E+002, 4.7015426E+002, 2.9612181E+002, 1.4366446E+002, 5.3334985E+001, 3.2970854E+001, 3.0236163E+001, 2.0019539E+001, 2.0031317E+001, 2.0041613E+001, 2.0175472E+001, 2.0239416E+001, 2.0180397E+001, 2.0123732E+001, 2.0124489E+001, 0.0000000E+000, 7.9691941E+000
 8.1025600E+000, 3.6581725E+002, 4.9201480E+002, 4.8123833E+002, 3.0184301E+002, 1.4150490E+002, 5.5371323E+001, 3.3680448E+001, 3.0611298E+001, 2.0019963E+001, 2.0031957E+001, 2.0042283E+001, 2.0177485E+001, 2.0241680E+001, 2.0182291E+001, 2.0125832E+001, 2.0127400E+001, 0.0000000E+000, 8.0641449E+000
 8.2141819E+000, 3.6936220E+002, 4.8909178E+002, 4.7681076E+002, 3.1161388E+002, 1.4130800E+002, 5.5969210E+001, 3.4353460E+001, 3.0874852E+001, 2.0020243E+001, 2.0032416E+001, 2.0043203E+001, 2.0182680E+001, 2.0248125E+001, 2.0186150E+001, 2.0127914E+001, 2.0129350E+001, 0.0000000E+000, 8.1663438E+000
 8.3098574E+000, 3.5699813E+002, 4.8683531E+002, 4.6396873E+002, 3.2572388E+002, 1.4371135E+002, 5.5132135E+001, 3.4798191E+001, 3.1057592E+001, 2.0020406E+001, 2.0032660E+001, 2.0043919E+001, 2.0184984E+001, 2.0250859E+001, 2.0188584E+001, 2.0130684E+001, 2.0133268E+001, 0.0000000E+000, 8.2699924E+000
 8.4055328E+000, 3.5210752E+002, 4.8338077E+002, 4.5831564E+002, 3.4158958E+002, 1.4858634E+002, 5.6480713E+001, 3.5266521E+001, 3.1302111E+001, 2.0020621E+001, 2.0032982E+001, 2.0044983E+001, 2.0191070E+001, 2.0259713E+001, 2.0195264E+001, 2.0135030E+001, 2.0137221E+001, 0.0000000E+000, 8.3656680E+000
 8.5012083E+000, 3.5231277E+002, 4.8171911E+002, 4.5933179E+002, 3.5676256E+002, 1.5580500E+002, 5.8774724E+001, 3.5556340E+001, 3.1484988E+001, 2.0021067E+001, 2.0033687E+001, 2.0046071E+001, 2.0194817E+001, 2.0263915E+001, 2.0198301E+001, 2.0137700E+001, 2.0140730E+001, 0.0000000E+000, 8.4613436E+000
 8.6064501E+000, 3.5473832E+002, 4.8505643E+002, 4.6173472E+002, 3.6804577E+002, 1.6484353E+002, 6.1905117E+001, 3.5956178E+001, 3.1619159E+001, 2.0022131E+001, 2.0035243E+001, 2.0047682E+001, 2.0201578E+001, 2.0273556E+001, 2.0206397E+001, 2.0144777E+001, 2.0151291E+001, 0.0000000E+000, 8.5627135E+000
 8.7069063E+000, 3.9386477E+002, 4.9345790E+002, 4.6594844E+002, 3.7532929E+002, 1.7343874E+002, 6.4078190E+001, 3.6376861E+001, 3.1891985E+001, 2.0023364E+001, 2.0037191E+001, 2.0049165E+001, 2.0204630E+001, 2.0277955E+001, 2.0211077E+001, 2.0149172E+001, 2.0157799E+001, 0.0000000E+000, 8.6638533E+000
 8.8073616E+000, 4.2514338E+002, 5.0451239E+002, 4.7467279E+002, 3.8219395E+002, 1.7890870E+002, 6.4276178E+001, 3.6473416E+001, 3.1941491E+001, 2.0024619E+001, 2.0038832E+001, 2.0050582E+001, 2.0213369E+001, 2.0290733E+001, 2.0221585E+001, 2.0156712E+001, 2.0167102E+001, 0.0000000E+000, 8.7643094E+000
 8.9078178E+000, 3.2123368E+002, 5.1070040E+002, 4.8568002E+002, 3.9050799E+002, 1.7978913E+002, 6.2611916E+001, 3.6354899E+001, 3.2023457E+001, 2.0025997E+001, 2.0040629E+001, 2.0052681E+001, 2.0222851E+001, 2.0304702E+001, 2.0232830E+001, 2.0163287E+001, 2.0173295E+001, 0.0000000E+000, 8.8647655E+000
 9.0082741E+000, 3.9499167E+002, 5.0705384E+002, 4.9312390E+002, 3.9892869E+002, 1.7717660E+002, 5.9488020E+001, 3.5901112E+001, 3.1843773E+001, 2.0027185E+001, 2.0042329E+001, 2.0054795E+001, 2.0230966E+001, 2.0316154E+001, 2.0242764E+001, 2.0170437E+001, 2.0181916E+001, 0.0000000E+000, 8.9652217E+000
 9.1087303E+000, 4.0767646E+002, 5.0234859E+002, 4.9383491E+002, 4.0535177E+002, 1.7129648E+002, 5.5855893E+001, 3.5492024E+001, 3.1609589E+001, 2.0026691E+001, 2.0044903E+001, 2.0057959E+001, 2.0244277E+001, 2.0335868E+001, 2.0259303E+001, 2.0180232E+001, 2.0193159E+001, 0.0000000E+000, 9.0656778E+000
 9.2091866E+000, 3.3504591E+002, 5.0732054E+002, 4.9089114E+002, 4.0770526E+002, 1.6247742E+002, 5.2611740E+001, 3.5599569E+001, 3.1773062E+001, 2.0026280E+001, 2.0045003E+001, 2.0059619E+001, 2.0253995E+001, 2.0351964E+001, 2.0272628E+001, 2.0188394E+001, 2.0199093E+001, 0.0000000E+000, 9.1661340E+000
 9.3096428E+000, 3.5727551E+002, 5.1716429E+002, 4.9407072E+002, 4.0479755E+002, 1.5265998E+002, 4.9811068E+001, 3.6182457E+001, 3.2304423E+001, 2.0027416E+001, 2.0046853E+001, 2.0059494E+001, 2.0258447E+001, 2.0360702E+001, 2.0280128E+001, 2.0191706E+001, 2.0197918E+001, 0.0000000E+000, 9.2665901E+000
 9.4100990E+000, 4.2017696E+002, 5.2084523E+002, 5.0875607E+002, 3.9719558E+002, 1.4232971E+002, 4.7144167E+001, 3.6508507E+001, 3.2578988E+001, 2.0029319E+001, 2.0048472E+001, 2.0058287E+001, 2.0250661E+001, 2.0348565E+001, 2.0270732E+001, 2.0187113E+001, 2.0194630E+001, 0.0000000E+000, 9.3670463E+000
 9.5105553E+000, 4.0884177E+002, 5.1468868E+002, 5.1952174E+002, 3.8674394E+002, 1.3219596E+002, 4.5534207E+001, 3.7237086E+001, 3.3104434E+001, 2.0030776E+001, 2.0047717E+001, 2.0058376E+001, 2.0251361E+001, 2.0349636E+001, 2.0269766E+001, 2.0185461E+001, 2.0189292E+001, 0.0000000E+000, 9.4675024E+000
 9.6110115E+000, 3.6017411E+002, 5.0297135E+002, 5.0865094E+002, 3.7596085E+002, 1.2288422E+002, 4.4367294E+001, 3.7872901E+001, 3.3399864E+001, 2.0029108E+001, 2.0046371E+001, 2.0058885E+001, 2.0249555E+001, 2.0346886E+001, 2.0267292E+001, 2.0184872E+001, 2.0187609E+001, 0.0000000E+000, 9.5679586E+000
 9.7114677E+000, 2.7872640E+002, 5.0321891E+002, 4.8888121E+002, 3.6976816E+002, 1.1539094E+002, 4.4110429E+001, 3.8788186E+001, 3.3775794E+001, 2.0028176E+001, 2.0045717E+001, 2.0059539E+001, 2.0246668E+001, 2.0342528E+001, 2.0263918E+001, 2.0183765E+001, 2.0185241E+001, 0.0000000E+000, 9.6684147E+000
 9.8119230E+000, 3.2634902E+002, 5.2426574E+002, 4.9302357E+002, 3.8002368E+002, 1.1048900E+002, 4.4217745E+001, 3.9353343E+001, 3.3952016E+001, 2.0027587E+001, 2.0044897E+001, 2.0059230E+001, 2.0244526E+001, 2.0339976E+001, 2.0262290E+001, 2.0183807E+001, 2.0183894E+001, 0.0000000E+000, 9.7688709E+000
 9.9123793E+000, 3.5570955E+002, 5.4268360E+002, 5.3156261E+002, 4.1700095E+002, 1.0945801E+002, 4.4512469E+001, 3.9312215E+001, 3.3883621E+001, 2.0027440E+001, 2.0044714E+001, 2.0058855E+001, 2.0242104E+001, 2.0337542E+001, 2.0261023E+001, 2.0183786E+001, 2.0183084E+001, 0.0000000E+000, 9.8693270E+000
 1.0005660E+001, 3.7982754E+002, 5.4859319E+002, 5.5416212E+002, 4.6100098E+002, 1.1046974E+002, 4.4743398E+001, 3.9060528E+001, 3.3840436E+001, 2.0027203E+001, 2.0044307E+001, 2.0058765E+001, 2.0242511E+001, 2.0338697E+001, 2.0262015E+001, 2.0184456E+001, 2.0182152E+001, 0.0000000E+000, 9.9661954E+000
 1.0100376E+001, 3.9709878E+002, 5.4790428E+002, 5.3840444E+002, 4.8986307E+002, 1.1094536E+002, 4.4943908E+001, 3.8872866E+001, 3.3794091E+001, 2.0027327E+001, 2.0044486E+001, 2.0059040E+001, 2.0243311E+001, 2.0339099E+001, 2.0262348E+001, 2.0186222E+001, 2.0185450E+001, 0.0000000E+000, 1.0060911E+001
 1.0210878E+001, 3.6325687E+002, 5.4140596E+002, 5.1781616E+002, 5.0641725E+002, 1.0921432E+002, 4.5155117E+001, 3.8895588E+001, 3.3819751E+001, 2.0027478E+001, 2.0044760E+001, 2.0059739E+001, 2.0249018E+001, 2.0346119E+001, 2.0266168E+001, 2.0188262E+001, 2.0186861E+001, 0.0000000E+000, 1.0163520E+001
 1.0305593E+001, 3.7615877E+002, 5.3690446E+002, 4.9854726E+002, 5.0824544E+002, 1.0446416E+002, 4.5113638E+001, 3.8583370E+001, 3.3700254E+001, 2.0027697E+001, 2.0045104E+001, 2.0060158E+001, 2.0250468E+001, 2.0348084E+001, 2.0268221E+001, 2.0191375E+001, 2.0191596E+001, 0.0000000E+000, 1.0266129E+001
 1.0400310E+001, 3.9652103E+002, 5.4256167E+002, 4.8889206E+002, 4.9633241E+002, 9.9603312E+001, 4.5546258E+001, 3.8318035E+001, 3.3485306E+001, 2.0027788E+001, 2.0045285E+001, 2.0061221E+001, 2.0257784E+001, 2.0357930E+001, 2.0274792E+001, 2.0195730E+001, 2.0195895E+001, 0.0000000E+000, 1.0360845E+001
 1.0510811E+001, 3.4952483E+002, 5.5319952E+002, 5.0407991E+002, 4.7088765E+002, 9.6114450E+001, 4.5742518E+001, 3.8079120E+001, 3.3399308E+001, 2.0027960E+001, 2.0045591E+001, 2.0062309E+001, 2.0261741E+001, 2.0363624E+001, 2.0279539E+001, 2.0200191E+001, 2.0201725E+001, 0.0000000E+000, 1.0463453E+001
 1.0605527E+001, 3.4059965E+002, 5.6213060E+002, 5.3122086E+002, 4.3351058E+002, 9.5510980E+001, 4.5086288E+001, 3.7425746E+001, 3.2996458E+001, 2.0028506E+001, 2.0046476E+001, 2.0063845E+001, 2.0265551E+001, 2.0369175E+001, 2.0285527E+001, 2.0207678E+001, 2.0212944E+001, 0.0000000E+000, 1.0566062E+001
 1.0700243E+001, 3.7907508E+002, 5.6981985E+002, 5.4361201E+002, 4.0197051E+002, 9.7141479E+001, 4.4537358E+001, 3.7203344E+001, 3.2848481E+001, 2.0029355E+001, 2.0047895E+001, 2.0065671E+001, 2.0272327E+001, 2.0379282E+001, 2.0293925E+001, 2.0214879E+001, 2.0223171E+001, 0.0000000E+000, 1.0660778E+001
 1.0810744E+001, 3.9365573E+002, 5.7367802E+002, 5.4500211E+002, 3.9899970E+002, 1.0205463E+002, 4.4146796E+001, 3.7336739E+001, 3.2945984E+001, 2.0030558E+001, 2.0049664E+001, 2.0067559E+001, 2.0280042E+001, 2.0392033E+001, 2.0305480E+001, 2.0225995E+001, 2.0241342E+001, 0.0000000E+000, 1.0763387E+001
 1.0905460E+001, 3.9261574E+002, 5.6804864E+002, 5.4111311E+002, 4.2954241E+002, 1.1069199E+002, 4.3785952E+001, 3.7470946E+001, 3.3061572E+001, 2.0031684E+001, 2.0051384E+001, 2.0069127E+001, 2.0286051E+001, 2.0402476E+001, 2.0314719E+001, 2.0234510E+001, 2.0257643E+001, 0.0000000E+000, 1.0865995E+001
 1.1000176E+001, 3.9406151E+002, 5.5643720E+002, 5.3112413E+002, 4.6339254E+002, 1.2069341E+002, 4.4272088E+001, 3.7752539E+001, 3.3251647E+001, 2.0032211E+001, 2.0052085E+001, 2.0070114E+001, 2.0292591E+001, 2.0413307E+001, 2.0323295E+001, 2.0241958E+001, 2.0261352E+001, 0.0000000E+000, 1.0960711E+001
 1.1113835E+001, 4.0906164E+002, 5.4294798E+002, 5.1515277E+002, 4.7641237E+002, 1.3037079E+002, 4.5785576E+001, 3.8257190E+001, 3.3534869E+001, 2.0032645E+001, 2.0052604E+001, 2.0071438E+001, 2.0303178E+001, 2.0431219E+001, 2.0336386E+001, 2.0251850E+001, 2.0254502E+001, 0.0000000E+000, 1.1063997E+001
 1.1200658E+001, 4.3025160E+002, 5.3014052E+002, 4.9968523E+002, 4.6293844E+002, 1.3666841E+002, 4.8129726E+001, 3.8882241E+001, 3.3876241E+001, 2.0033235E+001, 2.0053513E+001, 2.0073453E+001, 2.0311188E+001, 2.0442486E+001, 2.0344473E+001, 2.0259928E+001, 2.0246169E+001, 0.0000000E+000, 1.1165929E+001
 1.1307651E+001, 4.1210278E+002, 5.1898989E+002, 4.8896426E+002, 4.3840157E+002, 1.3957803E+002, 5.0822464E+001, 3.9558754E+001, 3.4304045E+001, 2.0034538E+001, 2.0055155E+001, 2.0075560E+001, 2.0309046E+001, 2.0434295E+001, 2.0339482E+001, 2.0256595E+001, 2.0237407E+001, 0.0000000E+000, 1.1261796E+001
 1.1414642E+001, 2.7519224E+002, 5.1128073E+002, 4.8268435E+002, 4.0915067E+002, 1.4090930E+002, 5.4126749E+001, 4.0253498E+001, 3.4578450E+001, 2.0036648E+001, 2.0057279E+001, 2.0075519E+001, 2.0297187E+001, 2.0414424E+001, 2.0325027E+001, 2.0243955E+001, 2.0227675E+001, 0.0000000E+000, 1.1368789E+001
 1.1506351E+001, 3.3239875E+002, 5.1041338E+002, 4.8212604E+002, 3.8460631E+002, 1.4190836E+002, 5.6448884E+001, 4.0740172E+001, 3.4820789E+001, 2.0035435E+001, 2.0056271E+001, 2.0074001E+001, 2.0288111E+001, 2.0401555E+001, 2.0314957E+001, 2.0235355E+001, 2.0220975E+001, 0.0000000E+000, 1.1468139E+001
 1.1613342E+001, 3.9923042E+002, 5.1290103E+002, 4.8557075E+002, 3.6556938E+002, 1.4244057E+002, 5.8187623E+001, 4.0756969E+001, 3.4450443E+001, 2.0034900E+001, 2.0055430E+001, 2.0073049E+001, 2.0282118E+001, 2.0394626E+001, 2.0310192E+001, 2.0231071E+001, 2.0217042E+001, 0.0000000E+000, 1.1567489E+001
 1.1705050E+001, 3.8981902E+002, 5.1311230E+002, 4.9079144E+002, 3.5462038E+002, 1.4241859E+002, 6.0591939E+001, 4.1741307E+001, 3.4377443E+001, 2.0034663E+001, 2.0054876E+001, 2.0073598E+001, 2.0282681E+001, 2.0394494E+001, 2.0308514E+001, 2.0228369E+001, 2.0213721E+001, 0.0000000E+000, 1.1666839E+001
 1.1812043E+001, 4.0006609E+002, 5.0679321E+002, 4.9411695E+002, 3.5312175E+002, 1.4207720E+002, 6.2007390E+001, 4.3664963E+001, 3.4777224E+001, 2.0034365E+001, 2.0054167E+001, 2.0073119E+001, 2.0279261E+001, 2.0387148E+001, 2.0301669E+001, 2.0224255E+001, 2.0211360E+001, 0.0000000E+000, 1.1766189E+001
 1.1903750E+001, 4.2109662E+002, 4.9512686E+002, 4.9228588E+002, 3.5922408E+002, 1.4131268E+002, 6.2039317E+001, 4.3921881E+001, 3.4664593E+001, 2.0034322E+001, 2.0053706E+001, 2.0072558E+001, 2.0278571E+001, 2.0386066E+001, 2.0300135E+001, 2.0222729E+001, 2.0209796E+001, 0.0000000E+000, 1.1865539E+001
 1.2001572E+001, 4.2160083E+002, 4.8299370E+002, 4.8446305E+002, 3.6918015E+002, 1.4007964E+002, 6.0961462E+001, 4.2185910E+001, 3.4438829E+001, 2.0033905E+001, 2.0052722E+001, 2.0071993E+001, 2.0275074E+001, 2.0382325E+001, 2.0297644E+001, 2.0220932E+001, 2.0206766E+001, 0.0000000E+000, 1.1959794E+001
 1.2102450E+001, 4.2271206E+002, 4.7515037E+002, 4.7305736E+002, 3.8059784E+002, 1.3898818E+002, 5.9166785E+001, 4.0807914E+001, 3.4103164E+001, 2.0034174E+001, 2.0051404E+001, 2.0070559E+001, 2.0270574E+001, 2.0379712E+001, 2.0298182E+001, 2.0222859E+001, 2.0208276E+001, 0.0000000E+000, 1.2060418E+001
 1.2203329E+001, 3.7240514E+002, 4.7474136E+002, 4.6165935E+002, 3.8955793E+002, 1.3927646E+002, 5.7387119E+001, 3.9981751E+001, 3.3884770E+001, 2.0034145E+001, 2.0051089E+001, 2.0068925E+001, 2.0268318E+001, 2.0380511E+001, 2.0300118E+001, 2.0224276E+001, 2.0207699E+001, 0.0000000E+000, 1.2161296E+001
 1.2304208E+001, 2.5419898E+002, 4.7797063E+002, 4.5267140E+002, 3.9292376E+002, 1.3964276E+002, 5.5426508E+001, 3.9545019E+001, 3.3772379E+001, 2.0032056E+001, 2.0050050E+001, 2.0067040E+001, 2.0262117E+001, 2.0375470E+001, 2.0299212E+001, 2.0226354E+001, 2.0210384E+001, 0.0000000E+000, 1.2262175E+001
 1.2405086E+001, 3.4622755E+002, 4.8085329E+002, 4.4834987E+002, 3.9144738E+002, 1.3986366E+002, 5.3675489E+001, 3.9283990E+001, 3.3706827E+001, 2.0030509E+001, 2.0048771E+001, 2.0065656E+001, 2.0261967E+001, 2.0379754E+001, 2.0305396E+001, 2.0232559E+001, 2.0215861E+001, 0.0000000E+000, 1.2363053E+001
 1.2505964E+001, 3.7607631E+002, 4.8185660E+002, 4.5006198E+002, 3.8713496E+002, 1.3870718E+002, 5.2273156E+001, 3.9494510E+001, 3.3907662E+001, 2.0029219E+001, 2.0047158E+001, 2.0064014E+001, 2.0260869E+001, 2.0382103E+001, 2.0311249E+001, 2.0238514E+001, 2.0224173E+001, 0.0000000E+000, 1.2463932E+001
 1.2606843E+001, 4.1133324E+002, 4.8202610E+002, 4.5760853E+002, 3.8450199E+002, 1.3819366E+002, 5.0460396E+001, 3.9486809E+001, 3.4119201E+001, 2.0028129E+001, 2.0045507E+001, 2.0062847E+001, 2.0259314E+001, 2.0382811E+001, 2.0315462E+001, 2.0240877E+001, 2.0236260E+001, 0.0000000E+000, 1.2564810E+001
 1.2716128E+001, 3.7407905E+002, 4.8232051E+002, 4.6845599E+002, 3.8785031E+002, 1.4036025E+002, 4.8350068E+001, 3.9097155E+001, 3.4229085E+001, 2.0027525E+001, 2.0044569E+001, 2.0062445E+001, 2.0256017E+001, 2.0379196E+001, 2.0313840E+001, 2.0238827E+001, 2.0244171E+001, 0.0000000E+000, 1.2669892E+001
 1.2808599E+001, 3.6154966E+002, 4.8356961E+002, 4.7780242E+002, 3.9802144E+002, 1.4465202E+002, 4.5828265E+001, 3.7849534E+001, 3.3449069E+001, 2.0027341E+001, 2.0044334E+001, 2.0062954E+001, 2.0255043E+001, 2.0379110E+001, 2.0314147E+001, 2.0240033E+001, 2.0245614E+001, 0.0000000E+000, 1.2771611E+001
 1.2901072E+001, 4.0932707E+002, 4.8425403E+002, 4.8183351E+002, 4.1035749E+002, 1.4845672E+002, 4.4069355E+001, 3.7649185E+001, 3.3510314E+001, 2.0027677E+001, 2.0044833E+001, 2.0063615E+001, 2.0256884E+001, 2.0383225E+001, 2.0316679E+001, 2.0242321E+001, 2.0241448E+001, 0.0000000E+000, 1.2864083E+001
 1.3008274E+001, 2.7394263E+002, 4.8392320E+002, 4.7991039E+002, 4.2239910E+002, 1.4934726E+002, 4.1823898E+001, 3.7290634E+001, 3.3506143E+001, 2.0028302E+001, 2.0045735E+001, 2.0063945E+001, 2.0256678E+001, 2.0384655E+001, 2.0317239E+001, 2.0243091E+001, 2.0236484E+001, 0.0000000E+000, 1.2964861E+001
 1.3107947E+001, 3.5068877E+002, 4.8284768E+002, 4.7459692E+002, 4.2953239E+002, 1.4323811E+002, 3.9833240E+001, 3.6853214E+001, 3.3298759E+001, 2.0028913E+001, 2.0046788E+001, 2.0063447E+001, 2.0256212E+001, 2.0386501E+001, 2.0318095E+001, 2.0243402E+001, 2.0234164E+001, 0.0000000E+000, 1.3066417E+001
 1.3207622E+001, 3.5032034E+002, 4.7960514E+002, 4.7005245E+002, 4.3056142E+002, 1.3248326E+002, 3.8829918E+001, 3.6786567E+001, 3.3311021E+001, 2.0029192E+001, 2.0047266E+001, 2.0062597E+001, 2.0256213E+001, 2.0388574E+001, 2.0319329E+001, 2.0243672E+001, 2.0233058E+001, 0.0000000E+000, 1.3166091E+001
 1.3307295E+001, 3.3393747E+002, 4.7501770E+002, 4.6870894E+002, 4.2562172E+002, 1.2206608E+002, 3.8951096E+001, 3.7275155E+001, 3.3608544E+001, 2.0029070E+001, 2.0047068E+001, 2.0061528E+001, 2.0258461E+001, 2.0394307E+001, 2.0322560E+001, 2.0243839E+001, 2.0230873E+001, 0.0000000E+000, 1.3265764E+001
 1.3406969E+001, 3.4863182E+002, 4.6907242E+002, 4.6908551E+002, 4.1670927E+002, 1.1552129E+002, 3.9465234E+001, 3.7811736E+001, 3.3914007E+001, 2.0028594E+001, 2.0046282E+001, 2.0060863E+001, 2.0258066E+001, 2.0395107E+001, 2.0321546E+001, 2.0242135E+001, 2.0228120E+001, 0.0000000E+000, 1.3365438E+001
 1.3506642E+001, 3.9439025E+002, 4.6458627E+002, 4.6676859E+002, 4.0854622E+002, 1.1462366E+002, 4.0844209E+001, 3.8349055E+001, 3.4030515E+001, 2.0027874E+001, 2.0045205E+001, 2.0060856E+001, 2.0258210E+001, 2.0397114E+001, 2.0322039E+001, 2.0241635E+001, 2.0225261E+001, 0.0000000E+000, 1.3465112E+001
 1.3606317E+001, 4.4795122E+002, 4.6334320E+002, 4.5947658E+002, 4.0521309E+002, 1.1540138E+002, 4.3363249E+001, 3.9549394E+001, 3.4557176E+001, 2.0027080E+001, 2.0043821E+001, 2.0061248E+001, 2.0260472E+001, 2.0403061E+001, 2.0326140E+001, 2.0243223E+001, 2.0224436E+001, 0.0000000E+000, 1.3564786E+001
 1.3705990E+001, 4.0925658E+002, 4.6360240E+002, 4.5174466E+002, 4.0637312E+002, 1.2311041E+002, 4.4231440E+001, 4.0286251E+001, 3.4736596E+001, 2.0026695E+001, 2.0043162E+001, 2.0061097E+001, 2.0257249E+001, 2.0400475E+001, 2.0325544E+001, 2.0243846E+001, 2.0226313E+001, 0.0000000E+000, 1.3664459E+001
 1.3805664E+001, 3.4755757E+002, 4.6554436E+002, 4.4865290E+002, 4.0971626E+002, 1.4031966E+002, 4.3809306E+001, 4.1075178E+001, 3.4971400E+001, 2.0026518E+001, 2.0042902E+001, 2.0061142E+001, 2.0257684E+001, 2.0404691E+001, 2.0330691E+001, 2.0247017E+001, 2.0229731E+001, 0.0000000E+000, 1.3764133E+001
 1.3905337E+001, 3.9696775E+002, 4.7852607E+002, 4.5224515E+002, 4.1306584E+002, 1.6674065E+002, 4.4434812E+001, 4.1776217E+001, 3.5298359E+001, 2.0026550E+001, 2.0042969E+001, 2.0061157E+001, 2.0256165E+001, 2.0405909E+001, 2.0334043E+001, 2.0249757E+001, 2.0234672E+001, 0.0000000E+000, 1.3863807E+001
 1.4005012E+001, 4.1194725E+002, 5.0549675E+002, 4.6996383E+002, 4.1503942E+002, 1.9638844E+002, 4.6118818E+001, 4.1540312E+001, 3.5300668E+001, 2.0026771E+001, 2.0043274E+001, 2.0061406E+001, 2.0255345E+001, 2.0407155E+001, 2.0336434E+001, 2.0252378E+001, 2.0239685E+001, 0.0000000E+000, 1.3963481E+001
 1.4104685E+001, 3.5878513E+002, 5.2868326E+002, 5.0623922E+002, 4.1709192E+002, 2.2162687E+002, 4.9095603E+001, 4.0729575E+001, 3.5167207E+001, 2.0027291E+001, 2.0044155E+001, 2.0062184E+001, 2.0257481E+001, 2.0414128E+001, 2.0342788E+001, 2.0256244E+001, 2.0240785E+001, 0.0000000E+000, 1.4063154E+001
 1.4204359E+001, 3.6788758E+002, 5.4144273E+002, 5.2990707E+002, 4.2348319E+002, 2.3588621E+002, 5.2929421E+001, 4.0393283E+001, 3.5362711E+001, 2.0027853E+001, 2.0044986E+001, 2.0062539E+001, 2.0257087E+001, 2.0416402E+001, 2.0345031E+001, 2.0258740E+001, 2.0241935E+001, 0.0000000E+000, 1.4162828E+001
 1.4304032E+001, 3.9589418E+002, 5.4969857E+002, 5.2623369E+002, 4.3957711E+002, 2.3632772E+002, 5.3758350E+001, 3.9809539E+001, 3.5377345E+001, 2.0028654E+001, 2.0046213E+001, 2.0062835E+001, 2.0256175E+001, 2.0417889E+001, 2.0346933E+001, 2.0260928E+001, 2.0242560E+001, 0.0000000E+000, 1.4262502E+001
 1.4403707E+001, 4.1007587E+002, 5.4949364E+002, 5.1744836E+002, 4.6294370E+002, 2.2814079E+002, 5.1215028E+001, 3.9125443E+001, 3.5187323E+001, 2.0029211E+001, 2.0047196E+001, 2.0062875E+001, 2.0256497E+001, 2.0422390E+001, 2.0351456E+001, 2.0263823E+001, 2.0242983E+001, 0.0000000E+000, 1.4362176E+001
