s,C,C,C,C,C,C,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,kW/m2,kW/m2,kW/m2
 3.1650732E+003, 3.6662822E+001, 2.9174292E+001, 2.6345004E+001, 2.6437301E+001, 2.8623695E+001, 2.7618126E+001, 3.3421257E+001, 3.2729236E+001, 3.2065234E+001, 3.1699049E+001, 3.1489883E+001, 3.6114024E+001, 3.6177576E+001, 3.1092544E+001, 3.0276449E+001, 3.1879872E+001, 3.0695061E+001, 3.0723045E+001, 3.0836360E+001, 3.0584718E+001, 2.0259340E+001, 4.0000000E+000, 1.5500457E-001, 3.6098889E-002, 2.6564263E-002
 3.1800150E+003, 3.6559076E+001, 2.9153245E+001, 2.6310733E+001, 2.6396078E+001, 2.8560115E+001, 2.7544363E+001, 3.3418152E+001, 3.2692993E+001, 3.1944999E+001, 3.1725829E+001, 3.1699454E+001, 3.6055073E+001, 3.6120602E+001, 3.1018837E+001, 3.0239405E+001, 3.1747109E+001, 3.0624814E+001, 3.0742086E+001, 3.0811990E+001, 3.0522290E+001, 2.0263788E+001, 4.0000000E+000, 1.5827645E-001, 3.6433816E-002, 2.6382419E-002
 3.1950358E+003, 3.6458679E+001, 2.9134394E+001, 2.6276411E+001, 2.6354625E+001, 2.8502205E+001, 2.7473939E+001, 3.3435083E+001, 3.2561949E+001, 3.1925741E+001, 3.1709507E+001, 3.1851029E+001, 3.5985599E+001, 3.6070177E+001, 3.0957502E+001, 3.0226108E+001, 3.1702734E+001, 3.0476763E+001, 3.0731521E+001, 3.0788962E+001, 3.0438751E+001, 2.0258999E+001, 4.0000000E+000, 1.5622438E-001, 3.5004158E-002, 2.6053748E-002
 3.2100566E+003, 3.6364619E+001, 2.9110495E+001, 2.6240586E+001, 2.6313005E+001, 2.8449879E+001, 2.7404186E+001, 3.3349943E+001, 3.2506076E+001, 3.1935346E+001, 3.1630464E+001, 3.1811439E+001, 3.5889214E+001, 3.6045820E+001, 3.0898920E+001, 3.0217566E+001, 3.1660436E+001, 3.0344330E+001, 3.0783861E+001, 3.0748517E+001, 3.0401873E+001, 2.0253733E+001, 4.0000000E+000, 1.5508902E-001, 3.6061934E-002, 2.5531101E-002
 3.2250774E+003, 3.6273578E+001, 2.9083835E+001, 2.6209169E+001, 2.6277888E+001, 2.8397836E+001, 2.7333730E+001, 3.3250885E+001, 3.2410900E+001, 3.1988032E+001, 3.1666229E+001, 3.1794248E+001, 3.5818883E+001, 3.6019284E+001, 3.0884737E+001, 3.0211182E+001, 3.1512902E+001, 3.0255222E+001, 3.0771017E+001, 3.0683782E+001, 3.0406135E+001, 2.0253378E+001, 4.0000000E+000, 1.5797066E-001, 3.5250649E-002, 2.6206935E-002
 3.2400192E+003, 3.6191663E+001, 2.9063636E+001, 2.6174575E+001, 2.6241782E+001, 2.8342775E+001, 2.7264674E+001, 3.3252768E+001, 3.2334508E+001, 3.2030023E+001, 3.1603821E+001, 3.1822750E+001, 3.5768042E+001, 3.5933952E+001, 3.0875048E+001, 3.0206219E+001, 3.1370900E+001, 3.0187644E+001, 3.0700186E+001, 3.0602138E+001, 3.0344062E+001, 2.0252426E+001, 4.0000000E+000, 1.5415318E-001, 3.5939215E-002, 2.5825978E-002
 3.2550400E+003, 3.6107456E+001, 2.9034832E+001, 2.6142319E+001, 2.6202365E+001, 2.8281968E+001, 2.7196279E+001, 3.3163446E+001, 3.2317508E+001, 3.2010345E+001, 3.1559931E+001, 3.1825423E+001, 3.5727429E+001, 3.5784395E+001, 3.0855324E+001, 3.0202410E+001, 3.1308914E+001, 3.0237432E+001, 3.0612740E+001, 3.0563338E+001, 3.0331102E+001, 2.0249084E+001, 4.0000000E+000, 1.5331507E-001, 3.4910923E-002, 2.5773430E-002
 3.2700608E+003, 3.6020492E+001, 2.8986541E+001, 2.6110463E+001, 2.6167247E+001, 2.8217031E+001, 2.7130383E+001, 3.3080993E+001, 3.2330294E+001, 3.1932355E+001, 3.1444410E+001, 3.1819370E+001, 3.5668080E+001, 3.5689608E+001, 3.0796246E+001, 3.0198504E+001, 3.1228350E+001, 3.0284416E+001, 3.0544681E+001, 3.0484003E+001, 3.0314286E+001, 2.0248324E+001, 4.0000000E+000, 1.5895829E-001, 3.5237867E-002, 2.5782052E-002
 3.2850026E+003, 3.5943422E+001, 2.8951274E+001, 2.6078272E+001, 2.6126540E+001, 2.8153855E+001, 2.7067561E+001, 3.3013082E+001, 3.2334334E+001, 3.1898524E+001, 3.1322613E+001, 3.1789113E+001, 3.5610478E+001, 3.5642964E+001, 3.0738876E+001, 3.0180292E+001, 3.1139078E+001, 3.0307687E+001, 3.0513796E+001, 3.0368074E+001, 3.0296301E+001, 2.0244770E+001, 4.0000000E+000, 1.5937491E-001, 3.4065728E-002, 2.4680977E-002
 3.3000234E+003, 3.5870152E+001, 2.8922035E+001, 2.6044039E+001, 2.6081167E+001, 2.8095164E+001, 2.7004197E+001, 3.2936154E+001, 3.2343472E+001, 3.1909794E+001, 3.1376969E+001, 3.1607201E+001, 3.5550136E+001, 3.5619277E+001, 3.0687094E+001, 3.0162096E+001, 3.1031074E+001, 3.0299666E+001, 3.0507367E+001, 3.0258505E+001, 3.0245688E+001, 2.0246794E+001, 4.0000000E+000, 1.5282741E-001, 3.4135364E-002, 2.4938521E-002
 3.3150442E+003, 3.5794009E+001, 2.8886940E+001, 2.6013335E+001, 2.6039048E+001, 2.8040067E+001, 2.6935570E+001, 3.2915313E+001, 3.2295869E+001, 3.1885413E+001, 3.1358606E+001, 3.1646615E+001, 3.5419994E+001, 3.5602692E+001, 3.0636412E+001, 3.0140957E+001, 3.0903139E+001, 3.0309656E+001, 3.0493805E+001, 3.0175106E+001, 3.0205931E+001, 2.0252339E+001, 4.0000000E+000, 1.5312402E-001, 3.4855500E-002, 2.4658589E-002
 3.3300650E+003, 3.5717177E+001, 2.8854219E+001, 2.5983258E+001, 2.6008985E+001, 2.7986443E+001, 2.6865057E+001, 3.2901008E+001, 3.2269994E+001, 3.1809223E+001, 3.1308969E+001, 3.1610423E+001, 3.5296278E+001, 3.5564158E+001, 3.0598871E+001, 3.0124801E+001, 3.0748358E+001, 3.0290576E+001, 3.0471053E+001, 3.0116815E+001, 3.0203128E+001, 2.0253661E+001, 4.0000000E+000, 1.5174100E-001, 3.4060444E-002, 2.5253102E-002
 3.3450068E+003, 3.5641302E+001, 2.8827991E+001, 2.5951312E+001, 2.5980506E+001, 2.7928381E+001, 2.6804504E+001, 3.2863720E+001, 3.2234389E+001, 3.1757051E+001, 3.1278183E+001, 3.1496285E+001, 3.5206115E+001, 3.5513262E+001, 3.0573698E+001, 3.0117593E+001, 3.0619716E+001, 3.0171651E+001, 3.0419460E+001, 3.0064255E+001, 3.0197297E+001, 2.0244991E+001, 4.0000000E+000, 1.5481010E-001, 3.4868890E-002, 2.5054620E-002
 3.3600276E+003, 3.5569577E+001, 2.8808831E+001, 2.5922094E+001, 2.5948000E+001, 2.7871517E+001, 2.6748008E+001, 3.2837922E+001, 3.2221639E+001, 3.1718637E+001, 3.1222134E+001, 3.1281415E+001, 3.5147066E+001, 3.5460512E+001, 3.0528792E+001, 3.0134357E+001, 3.0575155E+001, 3.0124424E+001, 3.0315213E+001, 3.0024275E+001, 3.0237496E+001, 2.0240955E+001, 4.0000000E+000, 1.5394733E-001, 3.3870425E-002, 2.4915641E-002
 3.3750484E+003, 3.5503953E+001, 2.8787381E+001, 2.5892517E+001, 2.5920937E+001, 2.7814457E+001, 2.6686022E+001, 3.2842091E+001, 3.2201634E+001, 3.1669800E+001, 3.1129421E+001, 3.1220200E+001, 3.5104249E+001, 3.5401754E+001, 3.0477818E+001, 3.0205802E+001, 3.0544408E+001, 3.0132344E+001, 3.0210410E+001, 2.9999480E+001, 3.0262279E+001, 2.0241728E+001, 4.0000000E+000, 1.5262664E-001, 3.3902959E-002, 2.4716627E-002
 3.3900693E+003, 3.5432355E+001, 2.8767276E+001, 2.5867519E+001, 2.5889546E+001, 2.7758174E+001, 2.6622722E+001, 3.2817618E+001, 3.2186141E+001, 3.1665609E+001, 3.0987180E+001, 3.1305712E+001, 3.5054269E+001, 3.5347433E+001, 3.0423331E+001, 3.0233543E+001, 3.0530033E+001, 3.0156282E+001, 3.0100195E+001, 2.9969982E+001, 3.0288660E+001, 2.0248991E+001, 4.0000000E+000, 1.4483463E-001, 3.3757081E-002, 2.4860126E-002
 3.4050110E+003, 3.5351390E+001, 2.8734411E+001, 2.5837878E+001, 2.5856590E+001, 2.7699803E+001, 2.6563006E+001, 3.2741787E+001, 3.2132518E+001, 3.1629042E+001, 3.0913719E+001, 3.1365841E+001, 3.4981596E+001, 3.5296192E+001, 3.0363985E+001, 3.0236780E+001, 3.0517332E+001, 3.0145955E+001, 3.0066261E+001, 2.9954042E+001, 3.0377753E+001, 2.0257421E+001, 4.0000000E+000, 1.5277657E-001, 3.3219589E-002, 2.4818669E-002
 3.4200318E+003, 3.5277612E+001, 2.8701415E+001, 2.5804993E+001, 2.5824305E+001, 2.7645604E+001, 2.6504958E+001, 3.2705675E+001, 3.2069794E+001, 3.1554322E+001, 3.0877272E+001, 3.1374914E+001, 3.4933325E+001, 3.5260571E+001, 3.0333525E+001, 3.0255148E+001, 3.0499796E+001, 3.0102989E+001, 3.0031078E+001, 2.9945746E+001, 3.0460089E+001, 2.0261373E+001, 4.0000000E+000, 1.4554530E-001, 3.3814175E-002, 2.4557715E-002
 3.4350527E+003, 3.5201529E+001, 2.8681746E+001, 2.5772986E+001, 2.5789617E+001, 2.7597969E+001, 2.6448814E+001, 3.2713064E+001, 3.2041390E+001, 3.1444533E+001, 3.0933243E+001, 3.1402940E+001, 3.4885389E+001, 3.5248761E+001, 3.0301059E+001, 3.0289953E+001, 3.0500216E+001, 3.0031325E+001, 2.9985155E+001, 2.9923898E+001, 3.0502193E+001, 2.0252599E+001, 4.0000000E+000, 1.4662802E-001, 3.3509944E-002, 2.3827402E-002
 3.4500735E+003, 3.5123281E+001, 2.8659378E+001, 2.5743591E+001, 2.5755695E+001, 2.7552045E+001, 2.6391124E+001, 3.2677238E+001, 3.2006168E+001, 3.1346855E+001, 3.1049839E+001, 3.1596188E+001, 3.4771676E+001, 3.5246301E+001, 3.0252869E+001, 3.0302723E+001, 3.0552796E+001, 2.9904800E+001, 2.9921794E+001, 2.9907606E+001, 3.0572192E+001, 2.0244642E+001, 4.0000000E+000, 1.4755793E-001, 3.3769599E-002, 2.3461845E-002
 3.4650152E+003, 3.5048068E+001, 2.8631916E+001, 2.5716294E+001, 2.5722047E+001, 2.7506126E+001, 2.6333888E+001, 3.2620353E+001, 3.1977477E+001, 3.1283513E+001, 3.1205097E+001, 3.1560540E+001, 3.4635649E+001, 3.5239731E+001, 3.0216131E+001, 3.0298970E+001, 3.0587630E+001, 2.9773023E+001, 2.9880547E+001, 2.9890787E+001, 3.0634870E+001, 2.0247986E+001, 4.0000000E+000, 1.4405937E-001, 3.3561304E-002, 2.3565955E-002
 3.4800361E+003, 3.4971986E+001, 2.8607216E+001, 2.5687282E+001, 2.5681621E+001, 2.7459439E+001, 2.6279390E+001, 3.2580578E+001, 3.1909592E+001, 3.1289759E+001, 3.1337186E+001, 3.1557783E+001, 3.4554627E+001, 3.5223925E+001, 3.0206969E+001, 3.0274504E+001, 3.0513239E+001, 2.9705096E+001, 2.9876102E+001, 2.9884018E+001, 3.0625483E+001, 2.0238256E+001, 4.0000000E+000, 1.4383484E-001, 3.3778947E-002, 2.3312851E-002
 3.4950569E+003, 3.4899554E+001, 2.8583698E+001, 2.5660677E+001, 2.5641682E+001, 2.7412978E+001, 2.6223904E+001, 3.2547978E+001, 3.1839316E+001, 3.1275246E+001, 3.1389246E+001, 3.1462441E+001, 3.4479182E+001, 3.5203974E+001, 3.0205543E+001, 3.0236759E+001, 3.0439047E+001, 2.9733824E+001, 2.9895590E+001, 2.9920939E+001, 3.0591601E+001, 2.0236139E+001, 4.0000000E+000, 1.4470478E-001, 3.4076866E-002, 2.3370320E-002
 3.5100777E+003, 3.4826473E+001, 2.8560275E+001, 2.5636036E+001, 2.5606109E+001, 2.7366520E+001, 2.6166943E+001, 3.2531400E+001, 3.1744952E+001, 3.1313018E+001, 3.1511090E+001, 3.1404520E+001, 3.4403991E+001, 3.5168851E+001, 3.0218718E+001, 3.0180192E+001, 3.0397978E+001, 2.9722629E+001, 2.9889999E+001, 2.9960973E+001, 3.0541335E+001, 2.0239804E+001, 4.0000000E+000, 1.4007738E-001, 3.4139279E-002, 2.3359074E-002
 3.5250195E+003, 3.4747809E+001, 2.8545314E+001, 2.5609321E+001, 2.5569577E+001, 2.7321058E+001, 2.6111142E+001, 3.2517505E+001, 3.1695506E+001, 3.1386807E+001, 3.1502967E+001, 3.1257555E+001, 3.4323896E+001, 3.5115540E+001, 3.0225665E+001, 3.0145134E+001, 3.0342860E+001, 2.9653020E+001, 2.9867139E+001, 3.0011143E+001, 3.0489083E+001, 2.0240215E+001, 4.0000000E+000, 1.3613848E-001, 3.2573679E-002, 2.3504794E-002
 3.5400403E+003, 3.4667594E+001, 2.8519337E+001, 2.5576107E+001, 2.5538225E+001, 2.7268402E+001, 2.6057242E+001, 3.2462981E+001, 3.1660013E+001, 3.1476225E+001, 3.1428233E+001, 3.1286805E+001, 3.4270788E+001, 3.5053063E+001, 3.0220333E+001, 3.0137355E+001, 3.0296478E+001, 2.9579474E+001, 2.9873968E+001, 3.0041421E+001, 3.0431381E+001, 2.0236474E+001, 4.0000000E+000, 1.3704476E-001, 3.2506286E-002, 2.3860035E-002
 3.5550611E+003, 3.4586291E+001, 2.8489158E+001, 2.5544024E+001, 2.5506892E+001, 2.7209342E+001, 2.6006862E+001, 3.2406083E+001, 3.1630985E+001, 3.1575178E+001, 3.1393083E+001, 3.1383171E+001, 3.4240247E+001, 3.4997099E+001, 3.0220669E+001, 3.0127300E+001, 3.0253396E+001, 2.9538611E+001, 2.9879624E+001, 3.0090262E+001, 3.0394957E+001, 2.0230490E+001, 4.0000000E+000, 1.3456472E-001, 3.3991721E-002, 2.3471935E-002
 3.5700029E+003, 3.4505498E+001, 2.8471403E+001, 2.5520868E+001, 2.5474523E+001, 2.7157606E+001, 2.5959025E+001, 3.2320383E+001, 3.1629448E+001, 3.1670352E+001, 3.1295921E+001, 3.1299420E+001, 3.4219317E+001, 3.4935875E+001, 3.0202507E+001, 3.0108126E+001, 3.0176969E+001, 2.9520886E+001, 2.9880571E+001, 3.0120437E+001, 3.0337436E+001, 2.0229171E+001, 4.0000000E+000, 1.3399447E-001, 3.2412586E-002, 2.3166249E-002
 3.5850237E+003, 3.4423423E+001, 2.8449191E+001, 2.5492906E+001, 2.5444648E+001, 2.7116945E+001, 2.5909731E+001, 3.2256571E+001, 3.1674762E+001, 3.1684152E+001, 3.1197721E+001, 3.1256016E+001, 3.4196675E+001, 3.4858607E+001, 3.0171533E+001, 3.0079810E+001, 3.0112335E+001, 2.9541151E+001, 2.9935273E+001, 3.0153372E+001, 3.0282785E+001, 2.0231257E+001, 4.0000000E+000, 1.3990900E-001, 3.2388653E-002, 2.3696321E-002
 3.6000445E+003, 3.4353941E+001, 2.8431437E+001, 2.5463450E+001, 2.5414437E+001, 2.7075138E+001, 2.5861394E+001, 3.2187702E+001, 3.1735027E+001, 3.1633940E+001, 3.1096033E+001, 3.1154531E+001, 3.4144579E+001, 3.4785680E+001, 3.0157206E+001, 3.0060568E+001, 3.0062272E+001, 2.9545171E+001, 3.0006933E+001, 3.0180653E+001, 3.0244988E+001, 2.0245101E+001, 4.0000000E+000, 1.3667672E-001, 3.2987022E-002, 2.3145978E-002
