s,C,kg/m3,Pa,kg/kg,%,kJ,kJ
 6.9549999E+000, 2.2358591E+001, 1.2213310E+000, 4.0529492E+003, 2.0559055E-002, 1.0180876E+002, 6.0473888E+002, 1.6349248E+001
 6.9650002E+000, 2.2358430E+001, 1.2213316E+000, 4.0529342E+003, 2.0558800E-002, 1.0180842E+002, 6.0473960E+002, 1.6348650E+001
 6.9749999E+000, 2.2358270E+001, 1.2213323E+000, 4.0529194E+003, 2.0558542E-002, 1.0180807E+002, 6.0474016E+002, 1.6348056E+001
 6.9850001E+000, 2.2358110E+001, 1.2213330E+000, 4.0529047E+003, 2.0558280E-002, 1.0180769E+002, 6.0474080E+002, 1.6347463E+001
 6.9949999E+000, 2.2357952E+001, 1.2213337E+000, 4.0528902E+003, 2.0558012E-002, 1.0180728E+002, 6.0474104E+002, 1.6346874E+001
 7.0050001E+000, 2.2357794E+001, 1.2213344E+000, 4.0528758E+003, 2.0557740E-002, 1.0180684E+002, 6.0474198E+002, 1.6346288E+001
 7.0149999E+000, 2.2357556E+001, 1.2213342E+000, 4.0527595E+003, 2.0557464E-002, 1.0180685E+002, 6.0474296E+002, 1.6345597E+001
 7.0250001E+000, 2.2357327E+001, 1.2213341E+000, 4.0526521E+003, 2.0557183E-002, 1.0180678E+002, 6.0474506E+002, 1.6344974E+001
 7.0349998E+000, 2.2357181E+001, 1.2213349E+000, 4.0526475E+003, 2.0556899E-002, 1.0180622E+002, 6.0474551E+002, 1.6344365E+001
 7.0450001E+000, 2.2357035E+001, 1.2213356E+000, 4.0526413E+003, 2.0556611E-002, 1.0180564E+002, 6.0474604E+002, 1.6343764E+001
 7.0549998E+000, 2.2356801E+001, 1.2213354E+000, 4.0525254E+003, 2.0556320E-002, 1.0180555E+002, 6.0474637E+002, 1.6343116E+001
 7.0650001E+000, 2.2356572E+001, 1.2213353E+000, 4.0524147E+003, 2.0556028E-002, 1.0180541E+002, 6.0474782E+002, 1.6342498E+001
 7.0749998E+000, 2.2356433E+001, 1.2213361E+000, 4.0524123E+003, 2.0555734E-002, 1.0180476E+002, 6.0474740E+002, 1.6341896E+001
 7.0850000E+000, 2.2356293E+001, 1.2213368E+000, 4.0524081E+003, 2.0555440E-002, 1.0180411E+002, 6.0474743E+002, 1.6341303E+001
 7.0949998E+000, 2.2356153E+001, 1.2213375E+000, 4.0524028E+003, 2.0555144E-002, 1.0180346E+002, 6.0474793E+002, 1.6340716E+001
 7.1050000E+000, 2.2356013E+001, 1.2213383E+000, 4.0523968E+003, 2.0554847E-002, 1.0180280E+002, 6.0474874E+002, 1.6340134E+001
 7.1149998E+000, 2.2355872E+001, 1.2213390E+000, 4.0523902E+003, 2.0554550E-002, 1.0180214E+002, 6.0475008E+002, 1.6339558E+001
 7.1250000E+000, 2.2355730E+001, 1.2213397E+000, 4.0523832E+003, 2.0554253E-002, 1.0180148E+002, 6.0475041E+002, 1.6338986E+001
 7.1350002E+000, 2.2355589E+001, 1.2213404E+000, 4.0523759E+003, 2.0553955E-002, 1.0180082E+002, 6.0475135E+002, 1.6338418E+001
 7.1450000E+000, 2.2355447E+001, 1.2213411E+000, 4.0523683E+003, 2.0553657E-002, 1.0180017E+002, 6.0475214E+002, 1.6337854E+001
 7.1550002E+000, 2.2355305E+001, 1.2213418E+000, 4.0523605E+003, 2.0553360E-002, 1.0179952E+002, 6.0475300E+002, 1.6337294E+001
 7.1650000E+000, 2.2355163E+001, 1.2213426E+000, 4.0523525E+003, 2.0553064E-002, 1.0179887E+002, 6.0475300E+002, 1.6336738E+001
 7.1750002E+000, 2.2355020E+001, 1.2213433E+000, 4.0523444E+003, 2.0552769E-002, 1.0179823E+002, 6.0475409E+002, 1.6336186E+001
 7.1849999E+000, 2.2354877E+001, 1.2213440E+000, 4.0523361E+003, 2.0552474E-002, 1.0179760E+002, 6.0475478E+002, 1.6335636E+001
 7.1950002E+000, 2.2354734E+001, 1.2213447E+000, 4.0523278E+003, 2.0552181E-002, 1.0179697E+002, 6.0475602E+002, 1.6335090E+001
 7.2049999E+000, 2.2354591E+001, 1.2213454E+000, 4.0523193E+003, 2.0551889E-002, 1.0179635E+002, 6.0475647E+002, 1.6334546E+001
 7.2150002E+000, 2.2354448E+001, 1.2213461E+000, 4.0523108E+003, 2.0551599E-002, 1.0179574E+002, 6.0475762E+002, 1.6334006E+001
 7.2249999E+000, 2.2354304E+001, 1.2213468E+000, 4.0523023E+003, 2.0551310E-002, 1.0179514E+002, 6.0475806E+002, 1.6333469E+001
 7.2350001E+000, 2.2354160E+001, 1.2213475E+000, 4.0522936E+003, 2.0551024E-002, 1.0179455E+002, 6.0475897E+002, 1.6332934E+001
 7.2449999E+000, 2.2354016E+001, 1.2213482E+000, 4.0522850E+003, 2.0550739E-002, 1.0179398E+002, 6.0476042E+002, 1.6332403E+001
 7.2550001E+000, 2.2353871E+001, 1.2213489E+000, 4.0522763E+003, 2.0550457E-002, 1.0179341E+002, 6.0476108E+002, 1.6331875E+001
 7.2649999E+000, 2.2353726E+001, 1.2213496E+000, 4.0522676E+003, 2.0550178E-002, 1.0179287E+002, 6.0476127E+002, 1.6331349E+001
 7.2750001E+000, 2.2353581E+001, 1.2213503E+000, 4.0522590E+003, 2.0549902E-002, 1.0179233E+002, 6.0476216E+002, 1.6330826E+001
 7.2849998E+000, 2.2353436E+001, 1.2213510E+000, 4.0522503E+003, 2.0549628E-002, 1.0179182E+002, 6.0476375E+002, 1.6330306E+001
 7.2950001E+000, 2.2353290E+001, 1.2213517E+000, 4.0522416E+003, 2.0549358E-002, 1.0179132E+002, 6.0476448E+002, 1.6329788E+001
 7.3049998E+000, 2.2353144E+001, 1.2213524E+000, 4.0522330E+003, 2.0549090E-002, 1.0179084E+002, 6.0476513E+002, 1.6329273E+001
 7.3150001E+000, 2.2352997E+001, 1.2213531E+000, 4.0522243E+003, 2.0548827E-002, 1.0179038E+002, 6.0476663E+002, 1.6328760E+001
 7.3249998E+000, 2.2352850E+001, 1.2213538E+000, 4.0522158E+003, 2.0548567E-002, 1.0178994E+002, 6.0476727E+002, 1.6328250E+001
 7.3350000E+000, 2.2352703E+001, 1.2213545E+000, 4.0522072E+003, 2.0548310E-002, 1.0178952E+002, 6.0476798E+002, 1.6327742E+001
 7.3449998E+000, 2.2352555E+001, 1.2213552E+000, 4.0521987E+003, 2.0548058E-002, 1.0178912E+002, 6.0476799E+002, 1.6327237E+001
 7.3550000E+000, 2.2352407E+001, 1.2213559E+000, 4.0521902E+003, 2.0547809E-002, 1.0178874E+002, 6.0476916E+002, 1.6326735E+001
 7.3649998E+000, 2.2352258E+001, 1.2213566E+000, 4.0521818E+003, 2.0547565E-002, 1.0178839E+002, 6.0476978E+002, 1.6326235E+001
 7.3750000E+000, 2.2352109E+001, 1.2213573E+000, 4.0521734E+003, 2.0547324E-002, 1.0178806E+002, 6.0477009E+002, 1.6325737E+001
 7.3850002E+000, 2.2351960E+001, 1.2213580E+000, 4.0521651E+003, 2.0547088E-002, 1.0178775E+002, 6.0477015E+002, 1.6325242E+001
 7.3950000E+000, 2.2351810E+001, 1.2213587E+000, 4.0521569E+003, 2.0546856E-002, 1.0178746E+002, 6.0477014E+002, 1.6324747E+001
 7.4050002E+000, 2.2351660E+001, 1.2213593E+000, 4.0521488E+003, 2.0546628E-002, 1.0178720E+002, 6.0477020E+002, 1.6324256E+001
 7.4150000E+000, 2.2351509E+001, 1.2213600E+000, 4.0521406E+003, 2.0546405E-002, 1.0178697E+002, 6.0477018E+002, 1.6323766E+001
 7.4250002E+000, 2.2351358E+001, 1.2213607E+000, 4.0521325E+003, 2.0546186E-002, 1.0178675E+002, 6.0477039E+002, 1.6323280E+001
 7.4349999E+000, 2.2351206E+001, 1.2213614E+000, 4.0521244E+003, 2.0545972E-002, 1.0178657E+002, 6.0477107E+002, 1.6322795E+001
 7.4450002E+000, 2.2351054E+001, 1.2213621E+000, 4.0521164E+003, 2.0545762E-002, 1.0178641E+002, 6.0477143E+002, 1.6322313E+001
 7.4549999E+000, 2.2350902E+001, 1.2213628E+000, 4.0521085E+003, 2.0545556E-002, 1.0178627E+002, 6.0477163E+002, 1.6321833E+001
 7.4650002E+000, 2.2350749E+001, 1.2213635E+000, 4.0521007E+003, 2.0545356E-002, 1.0178616E+002, 6.0477230E+002, 1.6321355E+001
 7.4749999E+000, 2.2350595E+001, 1.2213642E+000, 4.0520929E+003, 2.0545159E-002, 1.0178607E+002, 6.0477265E+002, 1.6320879E+001
 7.4850001E+000, 2.2350441E+001, 1.2213648E+000, 4.0520852E+003, 2.0544968E-002, 1.0178601E+002, 6.0477362E+002, 1.6320405E+001
 7.4949999E+000, 2.2350287E+001, 1.2213655E+000, 4.0520776E+003, 2.0544780E-002, 1.0178597E+002, 6.0477334E+002, 1.6319933E+001
 7.5050001E+000, 2.2350132E+001, 1.2213662E+000, 4.0520700E+003, 2.0544598E-002, 1.0178596E+002, 6.0477360E+002, 1.6319463E+001
 7.5149999E+000, 2.2349976E+001, 1.2213669E+000, 4.0520625E+003, 2.0544420E-002, 1.0178598E+002, 6.0477393E+002, 1.6318996E+001
 7.5250001E+000, 2.2349820E+001, 1.2213676E+000, 4.0520551E+003, 2.0544246E-002, 1.0178601E+002, 6.0477419E+002, 1.6318530E+001
 7.5349998E+000, 2.2349664E+001, 1.2213683E+000, 4.0520478E+003, 2.0544077E-002, 1.0178608E+002, 6.0477483E+002, 1.6318066E+001
 7.5450001E+000, 2.2349507E+001, 1.2213690E+000, 4.0520405E+003, 2.0543912E-002, 1.0178617E+002, 6.0477554E+002, 1.6317604E+001
 7.5549998E+000, 2.2349350E+001, 1.2213696E+000, 4.0520332E+003, 2.0543752E-002, 1.0178628E+002, 6.0477634E+002, 1.6317144E+001
 7.5650001E+000, 2.2349192E+001, 1.2213703E+000, 4.0520261E+003, 2.0543597E-002, 1.0178642E+002, 6.0477705E+002, 1.6316686E+001
 7.5749998E+000, 2.2349034E+001, 1.2213710E+000, 4.0520190E+003, 2.0543446E-002, 1.0178659E+002, 6.0477775E+002, 1.6316230E+001
 7.5850000E+000, 2.2348875E+001, 1.2213717E+000, 4.0520120E+003, 2.0543299E-002, 1.0178678E+002, 6.0477870E+002, 1.6315776E+001
 7.5949998E+000, 2.2348716E+001, 1.2213724E+000, 4.0520051E+003, 2.0543157E-002, 1.0178699E+002, 6.0477948E+002, 1.6315324E+001
 7.6050000E+000, 2.2348556E+001, 1.2213730E+000, 4.0519982E+003, 2.0543020E-002, 1.0178723E+002, 6.0477963E+002, 1.6314873E+001
 7.6149998E+000, 2.2348396E+001, 1.2213737E+000, 4.0519914E+003, 2.0542886E-002, 1.0178749E+002, 6.0478048E+002, 1.6314425E+001
 7.6250000E+000, 2.2348236E+001, 1.2213744E+000, 4.0519846E+003, 2.0542757E-002, 1.0178778E+002, 6.0478039E+002, 1.6313978E+001
 7.6350002E+000, 2.2348075E+001, 1.2213751E+000, 4.0519780E+003, 2.0542631E-002, 1.0178809E+002, 6.0478061E+002, 1.6313533E+001
 7.6450000E+000, 2.2347914E+001, 1.2213758E+000, 4.0519714E+003, 2.0542509E-002, 1.0178841E+002, 6.0478082E+002, 1.6313091E+001
 7.6550002E+000, 2.2347752E+001, 1.2213764E+000, 4.0519649E+003, 2.0542392E-002, 1.0178876E+002, 6.0478135E+002, 1.6312649E+001
 7.6650000E+000, 2.2347590E+001, 1.2213771E+000, 4.0519584E+003, 2.0542277E-002, 1.0178913E+002, 6.0478234E+002, 1.6312210E+001
 7.6750002E+000, 2.2347427E+001, 1.2213778E+000, 4.0519520E+003, 2.0542167E-002, 1.0178952E+002, 6.0478262E+002, 1.6311772E+001
 7.6849999E+000, 2.2347264E+001, 1.2213785E+000, 4.0519457E+003, 2.0542059E-002, 1.0178993E+002, 6.0478252E+002, 1.6311336E+001
 7.6950002E+000, 2.2347101E+001, 1.2213792E+000, 4.0519394E+003, 2.0541955E-002, 1.0179035E+002, 6.0478272E+002, 1.6310902E+001
 7.7049999E+000, 2.2346938E+001, 1.2213798E+000, 4.0519332E+003, 2.0541853E-002, 1.0179079E+002, 6.0478307E+002, 1.6310470E+001
 7.7150002E+000, 2.2346774E+001, 1.2213805E+000, 4.0519271E+003, 2.0541755E-002, 1.0179125E+002, 6.0478334E+002, 1.6310039E+001
 7.7249999E+000, 2.2346610E+001, 1.2213812E+000, 4.0519210E+003, 2.0541659E-002, 1.0179172E+002, 6.0478276E+002, 1.6309610E+001
 7.7350001E+000, 2.2346446E+001, 1.2213819E+000, 4.0519150E+003, 2.0541565E-002, 1.0179220E+002, 6.0478287E+002, 1.6309183E+001
 7.7449999E+000, 2.2346281E+001, 1.2213825E+000, 4.0519090E+003, 2.0541474E-002, 1.0179270E+002, 6.0478469E+002, 1.6308757E+001
 7.7550001E+000, 2.2346117E+001, 1.2213832E+000, 4.0519031E+003, 2.0541385E-002, 1.0179321E+002, 6.0478496E+002, 1.6308333E+001
 7.7649999E+000, 2.2345952E+001, 1.2213839E+000, 4.0518973E+003, 2.0541297E-002, 1.0179373E+002, 6.0478592E+002, 1.6307911E+001
 7.7750001E+000, 2.2345787E+001, 1.2213846E+000, 4.0518915E+003, 2.0541212E-002, 1.0179426E+002, 6.0478688E+002, 1.6307491E+001
 7.7849998E+000, 2.2345622E+001, 1.2213852E+000, 4.0518858E+003, 2.0541128E-002, 1.0179479E+002, 6.0478760E+002, 1.6307072E+001
 7.7950001E+000, 2.2345456E+001, 1.2213859E+000, 4.0518802E+003, 2.0541045E-002, 1.0179534E+002, 6.0478824E+002, 1.6306655E+001
 7.8049998E+000, 2.2345291E+001, 1.2213866E+000, 4.0518746E+003, 2.0540964E-002, 1.0179589E+002, 6.0478849E+002, 1.6306240E+001
 7.8150001E+000, 2.2345125E+001, 1.2213873E+000, 4.0518691E+003, 2.0540883E-002, 1.0179644E+002, 6.0478935E+002, 1.6305826E+001
 7.8249998E+000, 2.2344960E+001, 1.2213880E+000, 4.0518636E+003, 2.0540803E-002, 1.0179700E+002, 6.0479022E+002, 1.6305414E+001
 7.8350000E+000, 2.2344794E+001, 1.2213886E+000, 4.0518582E+003, 2.0540724E-002, 1.0179757E+002, 6.0479139E+002, 1.6305004E+001
 7.8449998E+000, 2.2344628E+001, 1.2213893E+000, 4.0518529E+003, 2.0540646E-002, 1.0179813E+002, 6.0479241E+002, 1.6304595E+001
 7.8550000E+000, 2.2344463E+001, 1.2213900E+000, 4.0518476E+003, 2.0540567E-002, 1.0179870E+002, 6.0479327E+002, 1.6304188E+001
 7.8649998E+000, 2.2344297E+001, 1.2213907E+000, 4.0518424E+003, 2.0540489E-002, 1.0179927E+002, 6.0479389E+002, 1.6303782E+001
 7.8750000E+000, 2.2344132E+001, 1.2213914E+000, 4.0518372E+003, 2.0540411E-002, 1.0179984E+002, 6.0479459E+002, 1.6303379E+001
 7.8850002E+000, 2.2343966E+001, 1.2213920E+000, 4.0518321E+003, 2.0540332E-002, 1.0180040E+002, 6.0479552E+002, 1.6302976E+001
 7.8950000E+000, 2.2343801E+001, 1.2213927E+000, 4.0518270E+003, 2.0540254E-002, 1.0180097E+002, 6.0479551E+002, 1.6302576E+001
 7.9050002E+000, 2.2343635E+001, 1.2213934E+000, 4.0518220E+003, 2.0540174E-002, 1.0180153E+002, 6.0479494E+002, 1.6302177E+001
 7.9150000E+000, 2.2343470E+001, 1.2213941E+000, 4.0518170E+003, 2.0540095E-002, 1.0180209E+002, 6.0479508E+002, 1.6301779E+001
 7.9250002E+000, 2.2343305E+001, 1.2213948E+000, 4.0518121E+003, 2.0540014E-002, 1.0180264E+002, 6.0479530E+002, 1.6301384E+001
 7.9349999E+000, 2.2343140E+001, 1.2213955E+000, 4.0518073E+003, 2.0539932E-002, 1.0180319E+002, 6.0479527E+002, 1.6300990E+001
 7.9450002E+000, 2.2342976E+001, 1.2213961E+000, 4.0518025E+003, 2.0539850E-002, 1.0180373E+002, 6.0479579E+002, 1.6300597E+001
 7.9549999E+000, 2.2342811E+001, 1.2213968E+000, 4.0517978E+003, 2.0539766E-002, 1.0180426E+002, 6.0479616E+002, 1.6300206E+001
 7.9650002E+000, 2.2342647E+001, 1.2213975E+000, 4.0517931E+003, 2.0539681E-002, 1.0180479E+002, 6.0479659E+002, 1.6299817E+001
 7.9749999E+000, 2.2342483E+001, 1.2213982E+000, 4.0517885E+003, 2.0539594E-002, 1.0180531E+002, 6.0479750E+002, 1.6299430E+001
 7.9850001E+000, 2.2342319E+001, 1.2213989E+000, 4.0517840E+003, 2.0539506E-002, 1.0180582E+002, 6.0479879E+002, 1.6299043E+001
 7.9949999E+000, 2.2342155E+001, 1.2213996E+000, 4.0517795E+003, 2.0539416E-002, 1.0180632E+002, 6.0479883E+002, 1.6298659E+001
 8.0050001E+000, 2.2341991E+001, 1.2214003E+000, 4.0517750E+003, 2.0539325E-002, 1.0180681E+002, 6.0479848E+002, 1.6298276E+001
 8.0150003E+000, 2.2341828E+001, 1.2214010E+000, 4.0517706E+003, 2.0539232E-002, 1.0180729E+002, 6.0479890E+002, 1.6297894E+001
 8.0249996E+000, 2.2341665E+001, 1.2214017E+000, 4.0517663E+003, 2.0539136E-002, 1.0180776E+002, 6.0479893E+002, 1.6297514E+001
 8.0349998E+000, 2.2341502E+001, 1.2214024E+000, 4.0517621E+003, 2.0539039E-002, 1.0180821E+002, 6.0479974E+002, 1.6297136E+001
 8.0450001E+000, 2.2341340E+001, 1.2214030E+000, 4.0517579E+003, 2.0538940E-002, 1.0180866E+002, 6.0480040E+002, 1.6296758E+001
 8.0550003E+000, 2.2341178E+001, 1.2214037E+000, 4.0517537E+003, 2.0538838E-002, 1.0180909E+002, 6.0480152E+002, 1.6296383E+001
 8.0649996E+000, 2.2341016E+001, 1.2214044E+000, 4.0517496E+003, 2.0538734E-002, 1.0180951E+002, 6.0480256E+002, 1.6296008E+001
 8.0749998E+000, 2.2340854E+001, 1.2214051E+000, 4.0517455E+003, 2.0538628E-002, 1.0180992E+002, 6.0480312E+002, 1.6295636E+001
 8.0850000E+000, 2.2340693E+001, 1.2214058E+000, 4.0517415E+003, 2.0538520E-002, 1.0181031E+002, 6.0480392E+002, 1.6295264E+001
 8.0950003E+000, 2.2340532E+001, 1.2214065E+000, 4.0517376E+003, 2.0538409E-002, 1.0181069E+002, 6.0480543E+002, 1.6294894E+001
 8.1049995E+000, 2.2340371E+001, 1.2214072E+000, 4.0517337E+003, 2.0538296E-002, 1.0181106E+002, 6.0480568E+002, 1.6294526E+001
 8.1149998E+000, 2.2340211E+001, 1.2214079E+000, 4.0517298E+003, 2.0538180E-002, 1.0181141E+002, 6.0480671E+002, 1.6294159E+001
 8.1250000E+000, 2.2340051E+001, 1.2214086E+000, 4.0517260E+003, 2.0538062E-002, 1.0181175E+002, 6.0480718E+002, 1.6293793E+001
 8.1300001E+000, 2.2339931E+001, 1.2214092E+000, 4.0517231E+003, 2.0537972E-002, 1.0181199E+002, 6.0480705E+002, 1.6293520E+001
 8.1400003E+000, 2.2339811E+001, 1.2214097E+000, 4.0517203E+003, 2.0537880E-002, 1.0181223E+002, 6.0480699E+002, 1.6293247E+001
 8.1499996E+000, 2.2339652E+001, 1.2214104E+000, 4.0517166E+003, 2.0537755E-002, 1.0181253E+002, 6.0480770E+002, 1.6292885E+001
 8.1599998E+000, 2.2339493E+001, 1.2214111E+000, 4.0517130E+003, 2.0537628E-002, 1.0181282E+002, 6.0480895E+002, 1.6292523E+001
 8.1700001E+000, 2.2339334E+001, 1.2214118E+000, 4.0517094E+003, 2.0537499E-002, 1.0181309E+002, 6.0480997E+002, 1.6292163E+001
 8.1800003E+000, 2.2339176E+001, 1.2214125E+000, 4.0517058E+003, 2.0537366E-002, 1.0181335E+002, 6.0481083E+002, 1.6291805E+001
 8.1899996E+000, 2.2339018E+001, 1.2214132E+000, 4.0517022E+003, 2.0537231E-002, 1.0181359E+002, 6.0481113E+002, 1.6291448E+001
 8.1999998E+000, 2.2338860E+001, 1.2214140E+000, 4.0516987E+003, 2.0537094E-002, 1.0181382E+002, 6.0481120E+002, 1.6291092E+001
 8.2100000E+000, 2.2338703E+001, 1.2214147E+000, 4.0516952E+003, 2.0536954E-002, 1.0181403E+002, 6.0481142E+002, 1.6290738E+001
 8.2200003E+000, 2.2338546E+001, 1.2214154E+000, 4.0516917E+003, 2.0536811E-002, 1.0181423E+002, 6.0481133E+002, 1.6290386E+001
 8.2299995E+000, 2.2338389E+001, 1.2214161E+000, 4.0516883E+003, 2.0536666E-002, 1.0181442E+002, 6.0481139E+002, 1.6290035E+001
 8.2399998E+000, 2.2338233E+001, 1.2214168E+000, 4.0516849E+003, 2.0536518E-002, 1.0181459E+002, 6.0481192E+002, 1.6289685E+001
 8.2500000E+000, 2.2338077E+001, 1.2214175E+000, 4.0516816E+003, 2.0536367E-002, 1.0181474E+002, 6.0481222E+002, 1.6289337E+001
 8.2600002E+000, 2.2337921E+001, 1.2214182E+000, 4.0516784E+003, 2.0536214E-002, 1.0181488E+002, 6.0481197E+002, 1.6288989E+001
 8.2700005E+000, 2.2337766E+001, 1.2214190E+000, 4.0516752E+003, 2.0536059E-002, 1.0181501E+002, 6.0481233E+002, 1.6288644E+001
 8.2799997E+000, 2.2337611E+001, 1.2214197E+000, 4.0516720E+003, 2.0535901E-002, 1.0181512E+002, 6.0481231E+002, 1.6288299E+001
 8.2900000E+000, 2.2337456E+001, 1.2214204E+000, 4.0516689E+003, 2.0535741E-002, 1.0181522E+002, 6.0481251E+002, 1.6287956E+001
 8.3000002E+000, 2.2337302E+001, 1.2214211E+000, 4.0516658E+003, 2.0535578E-002, 1.0181530E+002, 6.0481256E+002, 1.6287614E+001
 8.3100004E+000, 2.2337148E+001, 1.2214218E+000, 4.0516628E+003, 2.0535413E-002, 1.0181537E+002, 6.0481300E+002, 1.6287273E+001
 8.3199997E+000, 2.2336994E+001, 1.2214226E+000, 4.0516598E+003, 2.0535245E-002, 1.0181543E+002, 6.0481351E+002, 1.6286934E+001
 8.3299999E+000, 2.2336841E+001, 1.2214233E+000, 4.0516569E+003, 2.0535076E-002, 1.0181547E+002, 6.0481410E+002, 1.6286596E+001
 8.3400002E+000, 2.2336688E+001, 1.2214240E+000, 4.0516540E+003, 2.0534904E-002, 1.0181550E+002, 6.0481422E+002, 1.6286259E+001
 8.3500004E+000, 2.2336535E+001, 1.2214247E+000, 4.0516511E+003, 2.0534729E-002, 1.0181552E+002, 6.0481379E+002, 1.6285923E+001
 8.3599997E+000, 2.2336383E+001, 1.2214255E+000, 4.0516483E+003, 2.0534553E-002, 1.0181552E+002, 6.0481367E+002, 1.6285589E+001
 8.3699999E+000, 2.2336231E+001, 1.2214262E+000, 4.0516455E+003, 2.0534374E-002, 1.0181551E+002, 6.0481346E+002, 1.6285256E+001
 8.3800001E+000, 2.2336079E+001, 1.2214269E+000, 4.0516428E+003, 2.0534194E-002, 1.0181549E+002, 6.0481326E+002, 1.6284925E+001
 8.3900003E+000, 2.2335927E+001, 1.2214276E+000, 4.0516401E+003, 2.0534011E-002, 1.0181546E+002, 6.0481384E+002, 1.6284594E+001
 8.3999996E+000, 2.2335776E+001, 1.2214284E+000, 4.0516375E+003, 2.0533826E-002, 1.0181542E+002, 6.0481395E+002, 1.6284265E+001
 8.4099998E+000, 2.2335625E+001, 1.2214291E+000, 4.0516349E+003, 2.0533639E-002, 1.0181536E+002, 6.0481468E+002, 1.6283938E+001
 8.4200001E+000, 2.2335475E+001, 1.2214298E+000, 4.0516324E+003, 2.0533451E-002, 1.0181530E+002, 6.0481485E+002, 1.6283611E+001
 8.4300003E+000, 2.2335325E+001, 1.2214306E+000, 4.0516299E+003, 2.0533260E-002, 1.0181522E+002, 6.0481519E+002, 1.6283286E+001
 8.4399996E+000, 2.2335175E+001, 1.2214313E+000, 4.0516274E+003, 2.0533068E-002, 1.0181513E+002, 6.0481505E+002, 1.6282962E+001
 8.4499998E+000, 2.2335025E+001, 1.2214320E+000, 4.0516250E+003, 2.0532874E-002, 1.0181503E+002, 6.0481498E+002, 1.6282639E+001
 8.4600000E+000, 2.2334876E+001, 1.2214327E+000, 4.0516226E+003, 2.0532678E-002, 1.0181492E+002, 6.0481601E+002, 1.6282317E+001
 8.4700003E+000, 2.2334727E+001, 1.2214335E+000, 4.0516202E+003, 2.0532480E-002, 1.0181480E+002, 6.0481665E+002, 1.6281997E+001
 8.4799995E+000, 2.2334578E+001, 1.2214342E+000, 4.0516179E+003, 2.0532281E-002, 1.0181467E+002, 6.0481697E+002, 1.6281678E+001
 8.4899998E+000, 2.2334429E+001, 1.2214349E+000, 4.0516157E+003, 2.0532080E-002, 1.0181453E+002, 6.0481823E+002, 1.6281360E+001
 8.5000000E+000, 2.2334281E+001, 1.2214357E+000, 4.0516134E+003, 2.0531877E-002, 1.0181438E+002, 6.0481941E+002, 1.6281043E+001
 8.5100002E+000, 2.2334133E+001, 1.2214364E+000, 4.0516113E+003, 2.0531673E-002, 1.0181422E+002, 6.0482020E+002, 1.6280727E+001
 8.5200005E+000, 2.2333986E+001, 1.2214371E+000, 4.0516091E+003, 2.0531467E-002, 1.0181405E+002, 6.0482020E+002, 1.6280412E+001
 8.5299997E+000, 2.2333838E+001, 1.2214379E+000, 4.0516070E+003, 2.0531259E-002, 1.0181387E+002, 6.0482075E+002, 1.6280099E+001
 8.5400000E+000, 2.2333691E+001, 1.2214386E+000, 4.0516050E+003, 2.0531049E-002, 1.0181368E+002, 6.0482184E+002, 1.6279787E+001
 8.5500002E+000, 2.2333545E+001, 1.2214394E+000, 4.0516029E+003, 2.0530838E-002, 1.0181348E+002, 6.0482222E+002, 1.6279476E+001
 8.5600004E+000, 2.2333398E+001, 1.2214401E+000, 4.0516009E+003, 2.0530626E-002, 1.0181328E+002, 6.0482222E+002, 1.6279166E+001
 8.5699997E+000, 2.2333252E+001, 1.2214408E+000, 4.0515990E+003, 2.0530412E-002, 1.0181306E+002, 6.0482198E+002, 1.6278857E+001
 8.5799999E+000, 2.2333106E+001, 1.2214416E+000, 4.0515971E+003, 2.0530197E-002, 1.0181283E+002, 6.0482260E+002, 1.6278549E+001
 8.5900002E+000, 2.2332960E+001, 1.2214423E+000, 4.0515952E+003, 2.0529980E-002, 1.0181260E+002, 6.0482345E+002, 1.6278243E+001
 8.6000004E+000, 2.2332815E+001, 1.2214430E+000, 4.0515933E+003, 2.0529762E-002, 1.0181236E+002, 6.0482383E+002, 1.6277938E+001
 8.6099997E+000, 2.2332669E+001, 1.2214438E+000, 4.0515915E+003, 2.0529543E-002, 1.0181211E+002, 6.0482412E+002, 1.6277634E+001
 8.6199999E+000, 2.2332524E+001, 1.2214445E+000, 4.0515897E+003, 2.0529322E-002, 1.0181185E+002, 6.0482395E+002, 1.6277330E+001
 8.6300001E+000, 2.2332317E+001, 1.2214446E+000, 4.0515096E+003, 2.0529101E-002, 1.0181195E+002, 6.0482469E+002, 1.6276731E+001
 8.6400003E+000, 2.2332116E+001, 1.2214448E+000, 4.0514368E+003, 2.0528876E-002, 1.0181200E+002, 6.0482553E+002, 1.6276383E+001
 8.6499996E+000, 2.2331982E+001, 1.2214456E+000, 4.0514465E+003, 2.0528650E-002, 1.0181165E+002, 6.0482598E+002, 1.6276046E+001
 8.6599998E+000, 2.2331846E+001, 1.2214464E+000, 4.0514526E+003, 2.0528423E-002, 1.0181131E+002, 6.0482665E+002, 1.6275722E+001
 8.6700001E+000, 2.2331708E+001, 1.2214472E+000, 4.0514564E+003, 2.0528196E-002, 1.0181098E+002, 6.0482725E+002, 1.6275407E+001
 8.6800003E+000, 2.2331569E+001, 1.2214479E+000, 4.0514587E+003, 2.0527969E-002, 1.0181065E+002, 6.0482714E+002, 1.6275098E+001
